RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,O-LEBRON Box Impact,D-LEBRON Box Impact,LEBRON Vs Role Average,O-LEBRON Vs Role Average,D-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,O-LEBRON Box Impact_percentile,D-LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,O-LEBRON Vs Role Average_percentile,D-LEBRON Vs Role Average_percentile
99,2019-20,Emmanuel Mudiay,23,UTA,850,Rotation,Slasher,Point of Attack,-2.42,-1.9,-0.52,-0.02,-1.38,-0.84,-0.54,-1.66,-1.48,-0.18,5.54,7.75,27.78,6.19,19.36,35.71,24.81,10,7.23,40.5
100,2015-16,Emmanuel Mudiay,19,DEN,2068,Starter,Slasher,Point of Attack,-1.81,-0.91,-0.9,0.64,-1.61,-0.92,-0.69,-1.28,-0.89,-0.39,12.75,33.78,14.93,47.46,14.37,32.87,18.74,15.28,17.74,29.94
101,2016-17,Emmanuel Mudiay,20,DEN,1406,Key Rotation,Primary Ball Handler,Point of Attack,-2.09,-0.78,-1.31,0.22,-0.71,-0.07,-0.65,-1.95,-1.06,-0.89,8.69,38.78,7.18,33.23,39.7,71.51,20.26,6.6,14.15,12.42
102,2019-20,Tyus Jones,23,MEM,1232,Key Rotation,Primary Ball Handler,Point of Attack,0.12,0.49,-0.37,2,-0.02,0.36,-0.38,0.28,0.31,-0.04,75.79,82.46,34.99,70.23,60.42,81.62,32.8,62.47,68.14,49.05
103,2020-21,Tyus Jones,24,MEM,1222,Rotation,Primary Ball Handler,Point of Attack,-1.27,-0.43,-0.84,0.89,0.36,0.48,-0.13,-1.36,-0.69,-0.68,22.96,54.55,16.3,53.33,81.21,83.6,48.32,14.08,22.63,18.7
104,2021-22,Tyus Jones,25,MEM,1549,Key Rotation,Primary Ball Handler,Point of Attack,0.7,1.11,-0.41,3.09,0.68,1,-0.32,0.95,1.19,-0.24,83.99,89.71,33.21,80.72,85.5,89.23,36.37,79.15,88.98,37.22
105,2022-23,Tyus Jones,26,MEM,1940,Key Rotation,Primary Ball Handler,Low Activity,-0.7,0.58,-1.28,2.13,1.04,1.17,-0.13,0.02,0.38,-0.36,39.9,83.89,7.6,71.7,88.82,90.49,48.32,53.23,70.8,31.26
106,2015-16,Tyus Jones,19,MIN,573,Rotation,Primary Ball Handler,Point of Attack,-0.66,-0.05,-0.61,0.62,-0.6,-0.14,-0.46,-0.23,-0.13,-0.09,41.2,71.26,23.98,47,43.83,68.72,28.88,43.99,45.01,46.01
107,2016-17,Tyus Jones,20,MIN,774,Garbage Time,Secondary Ball Handler,Point of Attack,0.4,0.57,-0.17,1.4,-0.09,-0.08,-0.01,1.39,1.13,0.26,80.1,83.77,45.87,62.46,59.05,71.17,55.77,86.43,88.05,64.59
108,2017-18,Tyus Jones,21,MIN,1467,Rotation,Primary Ball Handler,Point of Attack,0.87,0.59,0.28,3.11,0.04,-0.14,0.18,1.06,0.38,0.67,85.86,84.02,67.94,80.86,75.79,68.72,65.91,81.09,70.8,81.92
109,2018-19,Tyus Jones,22,MIN,1560,Key Rotation,Primary Ball Handler,Point of Attack,0.41,0.28,0.13,2.83,-0.26,0.16,-0.43,0.62,0.17,0.45,80.23,79.25,62.05,78.54,54.63,78.13,30.4,71.78,61.17,73.48
110,2025-26,Tyus Jones,29,ORL/DAL/DEN,979,Rotation,Primary Ball Handler,Point of Attack,-0.49,-0.45,-0.04,1.2,-0.72,-0.89,0.17,-0.83,-0.65,-0.18,46.42,53.59,52.52,59.24,39.29,33.97,65.52,24.98,23.8,40.5
111,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,-0.29,1.1,-1.39,2.95,-0.22,1.07,-1.29,-0.59,0.83,-1.43,52.45,89.59,5.97,79.38,55.84,89.73,4.89,31.62,83.01,3.37
112,2023-24,Tyus Jones,27,WAS,1933,Starter,Primary Ball Handler,Point of Attack,-0.41,0.74,-1.15,2.48,-0.35,0.63,-0.98,-0.39,0.63,-1.02,48.84,86.1,9.97,75.17,52.02,85.53,10.16,38.49,78.5,9.33
113,2015-16,Cliff Alexander,20,POR,36,Too Few Games,Low Minute,Anchor Big,-0.66,-0.65,-0.01,0.04,-0.6,-0.5,-0.1,-1.14,-0.22,-0.92,41.2,44.23,54.4,13.64,43.83,50.54,50.2,17.92,40.84,11.63
114,2018-19,Justin Anderson,25,ATL,463,Garbage Time,Movement Shooter,Helper,-1.06,-1.09,0.03,0.39,-1.01,-1.08,0.07,-0.24,-0.27,0.03,29.07,27.83,56.79,40.47,29.66,27.25,60.34,43.57,38.25,52.96
115,2021-22,Justin Anderson,28,CLE/IND,316,Garbage Time,Movement Shooter,Helper,-0.23,-0.16,-0.07,0.44,-0.11,-0.04,-0.07,0.72,0.7,0.02,54.04,66.72,50.98,41.96,58.58,72.58,51.84,74.48,80.3,52.44
116,2016-17,Justin Anderson,23,DAL/PHI,1227,Rotation,Movement Shooter,Wing Stopper,-0.66,-0.08,-0.59,1.35,-0.38,-0.21,-0.17,0.09,0.74,-0.65,41.2,70.33,24.9,61.83,51.27,65.67,45.68,56.13,81.21,19.77
117,2017-18,Justin Anderson,24,PHI,519,Rotation,Movement Shooter,Low Activity,-1.55,-0.11,-1.45,0.26,-0.89,0.06,-0.95,0.12,0.75,-0.63,17.61,68.99,5.3,35.14,33.68,75.68,10.7,57.06,81.45,20.28
118,2019-20,Justin Anderson,26,BRK,107,Garbage Time,Stationary Shooter,Helper,-0.31,-0.38,0.08,0.14,-0.33,-0.58,0.24,0.91,0.84,0.07,51.84,56.65,59.55,27.35,52.68,46.78,68.58,78.32,83.19,55.37
119,2015-16,Justin Anderson,22,DAL,647,Rotation,Movement Shooter,Chaser,0.35,-0.77,1.12,1.15,0.05,-0.88,0.93,1.73,-0.02,1.75,79.22,39.34,88.41,58.46,76.05,34.31,87.66,90.49,50.46,97.68
120,2015-16,Anthony Brown,23,LAL,599,Key Rotation,Movement Shooter,Chaser,-1.53,-1.66,0.13,0.3,-2.47,-2.09,-0.38,-0.15,-0.91,0.76,18.06,11.97,62.05,37.05,3.22,4.71,32.8,47,17.33,84.48
121,2017-18,Anthony Brown,25,MIN,4,Too Few Games,Low Minute,Chaser,-0.91,-0.5,-0.41,0,-0.95,-0.51,-0.44,-0.08,-0.12,0.05,33.42,51.29,33.21,6.65,31.28,50.1,29.86,49.66,45.68,54.11
122,2016-17,Anthony Brown,24,NOP/ORL,159,Garbage Time,Movement Shooter,Wing Stopper,-1.04,-0.75,-0.28,0.14,-1.26,-0.97,-0.28,-0.28,0.06,-0.34,29.52,40.15,39.76,27.35,22.4,30.89,38.63,42.25,55.09,32.4
123,2015-16,Montrezl Harrell,22,HOU,379,Garbage Time,Post Scorer,Helper,-1.24,-1.04,-0.2,0.26,-1.92,-1.59,-0.33,-0.69,-0.33,-0.35,23.86,29.59,44.19,35.14,9.01,12.66,35.78,28.52,35.73,31.84
124,2016-17,Montrezl Harrell,23,HOU,1064,Rotation,Roll + Cut Big,Mobile Big,-0.92,0.02,-0.94,0.99,-0.2,-0.06,-0.13,-0.24,1.02,-1.26,33.12,73.49,14,55.31,56.34,71.87,48.32,43.57,86.39,5.18
125,2017-18,Montrezl Harrell,24,LAC,1293,Rotation,Post Scorer,Mobile Big,1.66,2.19,-0.54,3.42,0.96,1.25,-0.29,1.48,2.48,-1.01,92.48,95.58,27.01,82.68,88.08,90.91,38.02,87.63,97.36,9.6
126,2018-19,Montrezl Harrell,25,LAC,2158,Key Rotation,Post Scorer,Anchor Big,1.09,1.25,-0.17,4.86,1.21,1,0.21,0.4,1.42,-1.01,88.08,90.91,45.87,90.13,90.11,89.23,67.08,66.03,91.42,9.6
127,2019-20,Montrezl Harrell,26,LAC,1749,Star,Shot Creator,Anchor Big,1.53,1.57,-0.04,4.44,1.36,1.19,0.17,-0.62,0.31,-0.93,91.76,93.09,52.52,88.54,91.28,90.59,65.52,30.59,68.14,11.41
128,2020-21,Montrezl Harrell,27,LAL,1580,Key Rotation,Post Scorer,Mobile Big,1.23,0.53,0.71,3.69,1.11,0.57,0.54,0.94,0.9,0.04,89.4,83.09,80.31,84.29,89.36,84.63,78.74,79.05,84.41,53.67
129,2022-23,Montrezl Harrell,29,PHI,681,Rotation,Post Scorer,Anchor Big,-0.56,-0.07,-0.5,0.81,-1.04,-0.75,-0.29,-1.02,0.26,-1.29,44.22,70.6,28.72,51.59,28.85,39.44,38.02,20.7,65.64,4.81
130,2021-22,Montrezl Harrell,28,WAS/CHO,1640,Key Rotation,Post Scorer,Anchor Big,1.76,1.58,0.18,4.39,0.63,1.06,-0.43,0.69,1.39,-0.7,93.03,93.16,63.98,88.37,84.95,89.62,30.4,73.68,91.15,18.06
131,2016-17,Andrew Harrison,22,MEM,1474,Rotation,Shot Creator,Point of Attack,-1,-1.04,0.04,1.29,-0.91,-1.13,0.22,-1.26,-1.73,0.47,30.83,29.59,57.23,60.71,32.81,25.37,67.59,15.67,4.65,74.56
132,2017-18,Andrew Harrison,23,MEM,1326,Key Rotation,Primary Ball Handler,Point of Attack,-0.52,-0.27,-0.24,1.59,-0.62,-0.3,-0.32,-0.33,-0.48,0.15,45.35,61.88,41.89,65.44,42.88,60.83,36.37,40.71,29.54,59.28
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,-0.9,-0.96,0.05,0.18,-0.44,-0.67,0.23,-1.41,-1.79,0.38,33.74,32.04,57.8,30.45,49.17,42.94,68.11,13.25,4.2,70.4
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,-1.35,-1.12,-0.22,0.06,-1.19,-1.03,-0.16,-0.16,-0.69,0.52,21.4,26.86,43.03,17.33,24.45,28.96,46.46,46.73,22.63,76.4
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,-0.77,-0.65,-0.12,0.02,-0.7,-0.63,-0.06,0.2,-0.24,0.44,37.64,44.23,48.49,10.21,40.04,44.75,52.42,59.95,39.71,72.97
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,-1.43,-1.29,-0.14,0.14,-1.18,-1.17,-0.01,-0.12,-0.43,0.31,19.65,21.26,47.51,27.35,24.84,24.27,55.77,47.8,31.6,67.15
137,2021-22,Delon Wright,29,ATL,1452,Rotation,Primary Ball Handler,Point of Attack,0.61,-0.45,1.06,2.81,0.32,-0.5,0.83,0.86,-0.38,1.24,83.17,53.59,87.54,78.42,80.51,50.54,85.41,77.3,33.63,93.26
138,2018-19,Delon Wright,26,TOR/MEM,1698,Rotation,Primary Ball Handler,Chaser,0.85,0.49,0.37,3.57,0.1,-0.07,0.17,1.17,0.37,0.8,85.61,82.46,71.14,83.46,76.89,71.51,65.52,83.16,70.48,85.53
139,2023-24,Delon Wright,31,WAS/MIA,742,Rotation,Secondary Ball Handler,Point of Attack,0.44,-0.56,1,1.35,0.01,-0.54,0.55,1.29,0.16,1.14,80.61,48.68,86.54,61.83,75.5,48.49,79.01,84.97,60.44,92.18
140,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,-1,-1.42,0.43,0.58,-1.01,-1.35,0.35,0,-0.83,0.83,30.83,17.62,73.02,45.94,29.66,18.48,72.87,52.49,19.33,86.36
141,2020-21,Delon Wright,28,DET/SAC,1748,Star,Primary Ball Handler,Point of Attack,1.08,0.23,0.85,3.91,0.33,-0.03,0.36,0.98,-0.03,1.01,88,78,83.43,85.97,80.68,72.94,73.16,79.79,49.85,90
142,2015-16,Delon Wright,23,TOR,229,Garbage Time,Slasher,Point of Attack,-0.94,-0.04,-0.9,0.21,-0.69,-0.14,-0.55,-0.41,-0.02,-0.39,32.61,71.6,14.93,32.48,40.36,68.72,24.34,37.78,50.46,29.94
143,2016-17,Delon Wright,24,TOR,446,Rotation,Slasher,Point of Attack,0.31,0.03,0.28,0.78,-0.11,-0.24,0.13,1.08,0.37,0.71,78.51,73.82,67.94,50.8,58.58,64.05,63.61,81.48,70.48,83.09
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,0.56,0.47,0.09,2.74,0.77,0.58,0.19,0.74,0.26,0.48,82.47,82.21,60.02,77.62,86.36,84.77,66.3,74.93,65.64,74.93
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,0.46,-0.74,1.19,2.24,0.83,0,0.83,0.41,-0.93,1.35,80.87,40.5,89.45,72.75,87.01,73.93,85.41,66.32,16.81,94.77
146,2019-20,Delon Wright,27,DAL,1570,Key Rotation,Primary Ball Handler,Point of Attack,0.49,-0.09,0.58,2.92,0.72,0.29,0.44,0.64,-0.27,0.91,81.46,69.92,77.15,79.18,85.84,80.55,75.73,72.31,38.25,88.27
147,2017-18,RJ Hunter,24,HOU,45,Too Few Games,Low Minute,Chaser,-1.05,-0.19,-0.86,0.04,-1.08,-0.3,-0.78,-0.22,0.19,-0.41,29.31,65.39,15.79,13.64,27.59,60.83,15.35,44.41,62.17,29.1
148,2015-16,RJ Hunter,22,BOS,314,Garbage Time,Movement Shooter,Low Activity,-1.58,-1.64,0.06,0.15,-1.5,-1.22,-0.28,-0.09,-0.89,0.81,16.89,12.46,58.51,28.25,16.33,22.56,38.63,49.14,17.74,85.88
149,2018-19,RJ Hunter,25,BOS,26,Too Few Games,Low Minute,Helper,-0.75,0,-0.75,0.03,-0.84,-0.19,-0.65,-0.4,0.34,-0.75,38.25,72.85,18.84,11.87,35.31,66.6,20.26,38.13,69.33,16.28
150,2016-17,RJ Hunter,23,CHI,9,Too Few Games,Low Minute,Chaser,-0.46,-0.26,-0.19,0.01,-0.41,-0.24,-0.18,0.52,0.15,0.37,47.19,62.34,44.8,7.8,50.44,64.05,45.11,69.47,59.95,69.89
151,2015-16,Sam Dekker,21,HOU,6,Too Few Games,Low Minute,Anchor Big,-0.8,-0.29,-0.51,0.01,-0.86,-0.35,-0.52,-1.27,0.15,-1.42,36.62,60.93,28.33,7.8,34.74,58.36,25.86,15.56,59.95,3.54
152,2016-17,Sam Dekker,22,HOU,1419,Rotation,Stationary Shooter,Low Activity,-1.1,-0.16,-0.93,1.15,-0.84,-0.14,-0.7,0.87,0.98,-0.11,27.95,66.72,14.22,58.46,35.31,68.72,18.36,77.57,85.78,44.72
153,2017-18,Sam Dekker,23,LAC,883,Garbage Time,Athletic Finisher,Low Activity,-0.44,-0.19,-0.25,1.1,-1.61,-1.04,-0.57,1.52,0.95,0.57,47.95,65.39,41.35,57.41,14.37,28.62,23.49,88.17,85.22,78.32
154,2021-22,Sam Dekker,27,TOR,1,Too Few Games,Low Minute,Helper,-0.8,-0.44,-0.36,0,-0.79,-0.44,-0.36,-0.32,-0.05,-0.28,36.62,53.98,35.56,6.65,36.98,53.25,34.11,41.05,49.02,35.16
155,2018-19,Sam Dekker,24,CLE/WAS,789,Rotation,Athletic Finisher,Low Activity,-0.41,-0.1,-0.31,1.01,-1.07,-0.72,-0.35,2,1.3,0.7,48.84,69.48,38.22,55.69,27.94,40.83,34.65,92.76,90.28,82.9
156,2015-16,D'Angelo Russell,19,LAL,2259,Starter,Primary Ball Handler,Point of Attack,-3.11,-1.07,-2.04,-1.25,-2.86,-0.86,-1.99,-2.68,-1.16,-1.52,1.52,28.47,1.29,0.39,1.27,34.88,0.73,2.05,11.93,2.67
157,2016-17,D'Angelo Russell,20,LAL,1811,Starter,Shot Creator,Point of Attack,-0.28,0.51,-0.78,2.46,-0.27,0.67,-0.94,-0.54,-0.18,-0.36,52.83,82.84,18.04,74.9,54.42,85.9,10.97,33.38,42.69,31.26
158,2022-23,D'Angelo Russell,26,MIN/LAL,2304,Starter,Primary Ball Handler,Chaser,0.26,0.65,-0.39,3.93,0.58,1.27,-0.69,0.65,0.45,0.2,77.95,84.8,34.07,86.07,84.24,91.03,18.74,72.56,73.27,62.02
159,2023-24,D'Angelo Russell,27,LAL,2484,Starter,Primary Ball Handler,Chaser,0,1.01,-1.02,3.77,0.61,1.25,-0.64,0.39,0.89,-0.5,58.87,88.61,12.29,84.9,84.54,90.91,20.5,65.76,84.16,25.27
160,2019-20,D'Angelo Russell,23,GSW/MIN,1452,Starter,Shot Creator,Chaser,-0.01,1.25,-1.26,2.23,0.69,1.96,-1.26,-0.7,-0.01,-0.69,58.64,90.91,7.9,72.6,85.55,94.77,5.3,28.25,51.17,18.35
161,2020-21,D'Angelo Russell,24,MIN,1196,Starter,Primary Ball Handler,Chaser,-0.84,1.36,-2.2,1.2,0.16,1.75,-1.59,-0.57,1.1,-1.67,35.6,91.82,0.88,59.24,77.82,93.86,2.32,32.33,87.56,1.69
162,2021-22,D'Angelo Russell,25,MIN,2077,Star,Primary Ball Handler,Chaser,0.96,1.74,-0.79,4.49,1.3,2.13,-0.83,1.55,1.82,-0.27,86.85,93.84,17.76,88.85,90.73,95.4,13.73,88.59,94.67,35.77
163,2017-18,D'Angelo Russell,21,BRK,1234,Key Rotation,Shot Creator,Point of Attack,-1.48,0.55,-2.04,0.69,-0.53,0.69,-1.23,-2.06,-0.41,-1.64,18.89,83.48,1.29,48.75,46.2,86.12,5.74,5.7,32.52,1.86
164,2018-19,D'Angelo Russell,22,BRK,2448,Star,Primary Ball Handler,Point of Attack,1.15,1.79,-0.63,5.62,1.6,2.39,-0.78,1.36,1.67,-0.31,88.68,94.14,23.34,92.43,92.54,96.12,15.35,86.07,93.53,33.84
165,2024-25,D'Angelo Russell,28,LAL/BRK,1481,Key Rotation,Primary Ball Handler,Chaser,0.76,1.16,-0.39,3,0.76,1.1,-0.34,0.9,0.89,0.01,84.7,90.2,34.07,79.89,86.28,89.93,35.17,78.13,84.16,51.83
166,2025-26,D'Angelo Russell,29,DAL,495,Rotation,Primary Ball Handler,Chaser,-0.43,0.61,-1.04,0.63,-0.41,0.44,-0.85,-0.39,0.4,-0.79,48.21,84.26,11.81,47.22,50.44,83.09,13.17,38.49,71.56,15.05
167,2015-16,Karl-Anthony Towns,20,MIN,2627,Starter,Post Scorer,Anchor Big,0.77,0.45,0.32,5.43,1.01,0.7,0.31,0.56,1.16,-0.59,84.8,81.94,69.33,91.94,88.5,86.22,71.48,70.48,88.51,21.72
168,2016-17,Karl-Anthony Towns,21,MIN,3030,Star,Post Scorer,Helper,2.28,2.91,-0.63,9.24,1.91,2.53,-0.62,2.76,3.6,-0.83,95.08,96.97,23.34,98.21,94.06,96.56,21.17,96.46,98.95,13.86
169,2017-18,Karl-Anthony Towns,22,MIN,2918,Star,Post Scorer,Anchor Big,4.06,3.32,0.74,12.22,3.17,2.44,0.73,3.57,3.61,-0.04,98.63,97.7,80.97,99.42,97.63,96.31,83.33,98.41,98.97,49.05
170,2018-19,Karl-Anthony Towns,23,MIN,2545,Star,Shot Creator,Anchor Big,3.71,3.48,0.23,10.01,2.71,2.37,0.34,2.04,2.65,-0.61,98.29,98.07,65.78,98.61,96.56,96.02,72.63,93.09,97.7,21.14
171,2019-20,Karl-Anthony Towns,24,MIN,1187,Star,Versatile Big,Anchor Big,3.52,4.1,-0.58,4.52,2.78,2.84,-0.06,3.23,4.71,-1.48,98.02,98.83,25.51,88.96,96.72,97.27,52.42,97.75,99.68,3
172,2020-21,Karl-Anthony Towns,25,MIN,1689,Star,Shot Creator,Anchor Big,3.47,3.05,0.42,6.33,1.79,2.08,-0.29,1.16,1.52,-0.36,97.92,97.19,72.73,94.23,93.51,95.19,38.02,83.01,92.43,31.26
173,2021-22,Karl-Anthony Towns,26,MIN,2476,Star,Shot Creator,Mobile Big,3.23,3.14,0.08,8.91,2.72,2.46,0.26,1.7,2.11,-0.4,97.45,97.41,59.55,97.97,96.6,96.38,69.47,90.13,96.21,29.5
174,2022-23,Karl-Anthony Towns,27,MIN,957,Star,Shot Creator,Mobile Big,0.68,1.01,-0.33,1.89,1.19,1.36,-0.16,-1.2,-0.31,-0.89,83.77,88.61,37.17,69.3,90.04,91.59,46.46,16.96,36.88,12.42
175,2023-24,Karl-Anthony Towns,28,MIN,2026,Star,Versatile Big,Mobile Big,0.7,0.65,0.05,4.01,1.59,0.96,0.63,0.02,0.71,-0.69,83.99,84.8,57.8,86.58,92.42,88.83,80.79,53.23,80.53,18.35
176,2024-25,Karl-Anthony Towns,29,NYK,2517,Star,Post Scorer,Anchor Big,2.72,2.12,0.6,8.18,2.82,2.22,0.61,1.34,1.8,-0.46,96.49,95.36,77.57,97.21,96.85,95.72,80.31,85.88,94.53,26.79
177,2025-26,Karl-Anthony Towns,30,NYK,2322,Star,Versatile Big,Mobile Big,3.09,2.16,0.93,8.05,3.4,2.04,1.37,1.92,1.87,0.05,97.22,95.51,85.19,97.02,97.99,95.04,93.79,92.26,94.96,54.11
178,2015-16,Richaun Holmes,22,PHI,702,Rotation,Roll + Cut Big,Helper,-0.33,-0.37,0.05,0.93,-0.91,-1.05,0.13,0.45,0.56,-0.11,51.25,57.08,57.8,53.86,32.81,28.23,63.61,67.47,76.73,44.72
179,2016-17,Richaun Holmes,23,PHI,1193,Key Rotation,Roll + Cut Big,Helper,-0.69,-0.62,-0.07,1.29,0.24,-0.5,0.73,0.1,0.37,-0.27,40.23,45.58,50.98,60.71,79.07,50.54,83.33,56.55,70.48,35.77
180,2017-18,Richaun Holmes,24,PHI,746,Rotation,Roll + Cut Big,Anchor Big,-0.23,-0.23,0.01,1.04,0.43,-0.2,0.63,0.04,0.81,-0.77,54.04,63.52,55.89,56.28,82.26,66.2,80.79,53.91,82.53,15.59
181,2018-19,Richaun Holmes,25,PHO,1184,Rotation,Roll + Cut Big,Anchor Big,-0.42,-0.84,0.42,1.5,0.24,-0.6,0.84,-0.6,-0.17,-0.42,48.56,36.54,72.73,63.95,79.07,45.95,85.65,31.33,43.23,28.61
182,2019-20,Richaun Holmes,26,SAC,1242,Star,Roll + Cut Big,Mobile Big,2.22,-0.13,2.35,3.71,0.91,-0.51,1.42,2.52,0.73,1.78,94.88,68.09,98.51,84.51,87.71,50.1,94.33,95.48,81.01,97.88
183,2020-21,Richaun Holmes,27,SAC,1782,Starter,Roll + Cut Big,Anchor Big,0.68,0.26,0.43,3.53,0.54,-0.1,0.64,0.8,1.15,-0.35,83.77,78.72,73.02,83.33,83.79,70.45,81.08,76.17,88.35,31.84
184,2021-22,Richaun Holmes,28,SAC,1074,Key Rotation,Roll + Cut Big,Anchor Big,-0.25,-0.77,0.52,1.48,-0.62,-1.25,0.64,-0.39,-0.03,-0.36,53.51,39.34,75.8,63.57,42.88,21.46,81.08,38.49,49.85,31.26
185,2022-23,Richaun Holmes,29,SAC,348,Garbage Time,Roll + Cut Big,Mobile Big,-2.49,-2.77,0.29,-0.01,-1.91,-2.16,0.25,-2.09,-1.81,-0.28,4.84,1.12,68.28,6.47,9.18,3.91,69.13,5.43,4.01,35.16
186,2023-24,Richaun Holmes,30,DAL/WAS,554,Garbage Time,Roll + Cut Big,Anchor Big,-0.39,-0.82,0.43,0.72,-0.84,-1.17,0.33,-0.21,0.1,-0.31,49.39,37.37,73.02,49.44,35.31,24.27,72.16,44.85,57.09,33.84
187,2024-25,Richaun Holmes,31,WAS,534,Rotation,Roll + Cut Big,Anchor Big,0.58,-0.35,0.92,1.02,0.57,-0.37,0.94,0.54,0.67,-0.13,82.63,58.11,84.95,55.92,84.11,57.31,87.8,69.99,79.6,43.52
188,2019-20,Justise Winslow,23,MIA,352,Starter,Primary Ball Handler,Wing Stopper,-0.77,-1.21,0.44,0.37,-1.51,-1.32,-0.19,-1.23,-1.39,0.16,37.64,23.66,73.43,39.83,16.14,19.5,44.36,16.3,8.21,59.83
189,2020-21,Justise Winslow,24,MEM,507,Rotation,Slasher,Wing Stopper,-2.6,-2.77,0.17,-0.06,-2.09,-2.19,0.1,-2.25,-2.22,-0.03,3.99,1.12,63.56,5.47,6.58,3.64,62.19,4.05,1.78,49.71
190,2015-16,Justise Winslow,19,MIA,2232,Key Rotation,Athletic Finisher,Wing Stopper,-0.26,-1.58,1.32,3.05,-1.66,-2,0.34,0.93,-0.34,1.26,53.3,13.57,91.55,80.38,13.33,5.79,72.63,78.79,35.36,93.67
191,2016-17,Justise Winslow,20,MIA,625,Starter,Shot Creator,Wing Stopper,-1.23,-1.5,0.27,0.45,-1.15,-1.2,0.05,-1.98,-2.18,0.2,24.14,15.49,67.6,42.3,25.7,23.31,59.19,6.3,1.91,62.02
192,2017-18,Justise Winslow,21,MIA,1680,Key Rotation,Athletic Finisher,Wing Stopper,0.31,-1.08,1.38,2.94,-0.66,-1.48,0.82,1.35,0.06,1.29,78.51,28.2,92.18,79.32,41.42,15.12,85.22,85.97,55.09,94.04
193,2018-19,Justise Winslow,22,MIA,1960,Starter,Primary Ball Handler,Wing Stopper,0.05,-1.05,1.1,3.08,-0.39,-0.83,0.44,-0.2,-1.17,0.97,74.35,29.23,88.17,80.64,50.98,36.12,75.73,45.29,11.7,89.37
194,2021-22,Justise Winslow,25,LAC/POR,775,Rotation,Athletic Finisher,Wing Stopper,0.28,-0.57,0.84,1.33,-0.14,-1.01,0.87,1.28,0.55,0.74,78.19,48.19,83.19,61.51,57.9,29.62,86.49,84.8,76.39,83.92
195,2022-23,Justise Winslow,26,POR,776,Key Rotation,Athletic Finisher,Wing Stopper,-1.68,-1.85,0.17,0.38,-1.93,-1.97,0.04,-0.61,-0.56,-0.06,14.97,8.55,63.56,40.23,8.88,6.21,58.65,30.96,26.59,47.85
196,2021-22,Willie Cauley-Stein,28,DAL/PHI,183,Garbage Time,Athletic Finisher,Anchor Big,-1.69,-1.81,0.12,0.08,-1.79,-1.68,-0.11,-1.45,-0.7,-0.76,14.69,9.17,61.44,20.62,10.93,10.68,49.54,12.64,22.34,16.03
197,2015-16,Willie Cauley-Stein,22,SAC,1411,Key Rotation,Roll + Cut Big,Helper,0.66,-0.13,0.79,2.81,-0.18,-1.06,0.87,1.44,0.8,0.63,83.66,68.09,82.24,78.42,56.98,27.91,86.49,86.95,82.26,80.67
198,2016-17,Willie Cauley-Stein,23,SAC,1421,Rotation,Roll + Cut Big,Mobile Big,0.21,-0.94,1.15,2.39,-0.46,-0.95,0.49,0.89,0.05,0.84,77.06,32.85,88.9,74.36,48.5,31.6,77.35,77.96,54.65,86.7
199,2017-18,Willie Cauley-Stein,24,SAC,2044,Starter,Shot Creator,Mobile Big,0.38,-1,1.38,3.66,-0.17,-0.81,0.63,-1.06,-1.97,0.91,79.73,30.62,92.18,84.07,57.25,36.93,80.79,19.77,2.98,88.27
200,2018-19,Willie Cauley-Stein,25,SAC,2213,Star,Post Scorer,Mobile Big,1.55,-0.12,1.67,5.65,1.02,-0.2,1.22,1.15,0.04,1.11,91.83,68.52,95.07,92.54,88.68,66.2,91.76,82.82,54.11,91.71
201,2019-20,Willie Cauley-Stein,26,GSW/DAL,1098,Key Rotation,Roll + Cut Big,Mobile Big,-0.06,-2.1,2.04,1.65,0.31,-1.64,1.95,0.24,-1.24,1.47,57.67,5.67,97.31,66.22,80.35,11.54,97.68,61.27,10.58,95.97
202,2020-21,Willie Cauley-Stein,27,DAL,906,Rotation,Roll + Cut Big,Anchor Big,0.38,-1.44,1.82,1.62,-0.17,-1.65,1.47,0.5,-0.54,1.04,79.73,16.96,96.14,65.76,57.25,11.32,94.67,68.77,27.4,90.52
203,2020-21,Kelly Oubre Jr.,25,GSW,1687,Starter,Movement Shooter,Wing Stopper,-0.87,-0.69,-0.18,1.66,-0.02,-0.35,0.33,-0.22,0.15,-0.37,34.58,42.5,45.24,66.42,60.42,58.36,72.16,44.41,59.95,30.87
