RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,LEBRON Vs Role Average,Multi-Year LEBRON,O-LEBRON Box Impact,LEBRON Offensive Points Added,O-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,Multi-Year LEBRON_percentile,O-LEBRON Box Impact_percentile,LEBRON Offensive Points Added_percentile,O-LEBRON Vs Role Average_percentile,Multi-Year O-LEBRON,Predictive O-LEBRON,D-LEBRON Box Impact,LEBRON Defensive Points Saved,D-LEBRON Vs Role Average,Multi-Year D-LEBRON,Predictive D-LEBRON,Multi-Year O-LEBRON_percentile,Predictive O-LEBRON_percentile,D-LEBRON Box Impact_percentile,LEBRON Defensive Points Saved_percentile,D-LEBRON Vs Role Average_percentile,Multi-Year D-LEBRON_percentile,Predictive D-LEBRON_percentile
73,2018-19,Amir Johnson,31,PHI,529,Rotation,Roll + Cut Big,Anchor Big,-1.04,-1.38,0.34,0.46,-1.16,-1.22,0.8,-1.27,-15.44,-0.71,29.52,18.7,69.97,42.64,25.47,16.59,60.31,20.77,31.28,22.11,-0.7,-1.31,0.11,3.85,-0.51,1.5,1.32,19.04,6.7,62.71,69.25,24.81,87.54,95.64
74,2018-19,Marcin Gortat,34,LAC,751,Rotation,Roll + Cut Big,Anchor Big,-1.04,-1.92,0.88,0.65,-0.44,-1.22,0.3,-1.45,-29.37,-1.25,29.52,7.48,84,47.66,49.17,16.59,44.42,15.89,16,10.36,-1.08,-0.97,1.01,13.42,0.03,1.38,1.15,8.17,39.14,88.73,79.5,52.96,85.7,94.18
75,2015-16,Marcin Gortat,31,WAS,2256,Starter,Post Scorer,Anchor Big,1.5,0.23,1.26,5.77,0.94,1.29,,-0.32,10.71,0.94,91.5,78,90.69,92.91,87.92,84.97,,59.88,81.19,85.04,,,1.26,57.6,0.35,,,,,92.43,95.75,68.97,,
76,2016-17,Marcin Gortat,32,WAS,2556,Star,Post Scorer,Anchor Big,0.76,-0.68,1.43,5.23,-0.19,0.58,2.2,-0.77,-35,0.01,84.7,42.87,92.72,91.45,56.59,71.02,85.13,38.39,12.12,52.27,0.22,-0.42,0.58,73.63,0.57,1.97,1.45,56.41,69.37,79.76,97.6,78.32,94.66,96.34
77,2017-18,Marcin Gortat,33,WAS,2075,Key Rotation,Post Scorer,Mobile Big,0.61,-0.9,1.51,4.04,-0.02,0.43,1.78,-0.92,-37.17,-0.61,83.17,34.17,93.74,86.88,60.42,66.91,79.34,32.87,10.97,24.92,-0.13,-0.59,0.9,62.46,1.04,1.92,1.3,43.08,60.79,87.05,96.58,90.52,94.04,95.49
78,2015-16,Ronnie Price,32,PHO,1211,Rotation,Primary Ball Handler,Point of Attack,-0.11,-1.14,1.03,1.78,-0.94,0.33,,-1.18,-28.16,-1.22,56.96,26.18,87.07,68.08,31.63,63.93,,23.97,17.13,10.95,,,0.24,25.63,1.55,,,,,68.58,86.58,96.56,,
79,2016-17,Ronnie Price,33,PHO,134,Garbage Time,Shot Creator,Chaser,-0.05,-0.23,0.18,0.2,-0.12,-0.17,1.3,-0.27,-0.65,-0.92,57.89,63.52,63.98,31.96,58.31,46.24,71.45,62.61,62.78,17.11,0.1,-0.87,0.15,0.52,0.74,1.2,0.35,52.52,44.29,64.52,61.58,83.92,82.03,77.25
80,2016-17,Jose Calderon,35,LAL/ATL,539,Garbage Time,Primary Ball Handler,Point of Attack,-0.63,-0.63,0,0.6,-1.17,-0.5,-0.17,-0.76,-6.85,-0.92,42.08,45.13,55.06,46.53,25.21,34.72,26.88,38.88,43.92,17.11,-0.13,-0.61,-0.41,0,0.43,-0.04,-0.8,43.08,59.92,31.38,56.53,72.53,27.1,8.16
81,2015-16,Jose Calderon,34,NYK,2024,Starter,Primary Ball Handler,Point of Attack,-1.68,-0.84,-0.84,0.81,-0.39,-1.24,,-0.35,-32.82,-0.92,14.97,36.54,16.3,51.59,50.98,16.11,,58.36,13.56,17.11,,,-0.04,-32.54,-0.32,,,,,53.59,10.17,33.31,,
82,2017-18,Jose Calderon,36,CLE,914,Rotation,Primary Ball Handler,Point of Attack,-1.81,-1.36,-0.45,0.31,-1.44,-1.63,-0.21,-0.9,-24.8,-1.57,12.75,19.31,31.06,37.63,17.74,10.36,25.63,33.68,20.14,6.26,-0.07,-1,-0.55,-8.2,-0.06,-0.14,-0.51,45.34,19.02,24.34,26.79,47.85,21.91,16.7
83,2018-19,Jose Calderon,37,DET,632,Rotation,Primary Ball Handler,Low Activity,-2.64,-2.3,-0.34,-0.11,-2.15,-1.74,-1.29,-2.02,-29.64,-2.41,3.73,3.64,36.46,4.55,5.94,9.06,3.33,5.55,15.84,1.1,-1.28,-1.12,-0.13,-4.34,0.67,-0.01,-0.46,4.82,13.33,48.32,33.04,81.92,29.57,37.76
84,2016-17,Alan Anderson,34,LAC,308,Garbage Time,Movement Shooter,Chaser,-3.32,-1.95,-1.37,-0.2,-2.77,-1.94,-1.99,-1.69,-11.82,-1.14,0.9,7.3,6.3,3.45,1.66,6.69,0.37,10.55,36.04,12.37,-1.21,-1.05,-1.07,-8.32,-0.81,-0.77,-0.57,5.58,16.64,8.55,26.71,14.47,5.36,14.16
85,2015-16,Alan Anderson,33,WAS,192,Garbage Time,Movement Shooter,Wing Stopper,-0.62,-0.53,-0.08,0.22,-0.65,0.07,,-0.66,-2.07,0.21,42.4,50.07,50.41,33.23,41.79,55.25,,43.35,55.7,63.15,,,0.02,-0.33,-0.14,,,,,57.53,48.75,42.96,,
86,2015-16,Chuck Hayes,32,HOU,24,Too Few Games,Low Minute,Anchor Big,-1.18,-0.62,-0.56,0.02,-0.95,-1.65,,-0.49,-0.31,-0.18,25.68,45.58,26.35,10.21,31.28,10.12,,51,66.05,42.69,,,-0.46,-0.29,-1.47,,,,,28.88,49.29,3.05,,
87,2016-17,John Lucas III,34,MIN,11,Too Few Games,Low Minute,Point of Attack,-0.68,-0.39,-0.29,0.01,-0.7,0.16,0.46,-0.38,-0.09,0.03,40.61,56.19,39.12,7.8,40.04,58.63,50.48,56.8,69.53,53.62,0.05,-0.69,-0.32,-0.07,0.13,0.41,-0.45,50.24,54.8,36.37,53.55,58.24,52.82,38.37
88,2015-16,Tim Duncan,39,SAS,1537,Starter,Post Scorer,Anchor Big,1.99,-0.5,2.49,4.44,2.48,1.78,,-0.17,-14.93,0.2,94.16,51.29,98.78,88.54,96.1,90.83,,67.47,31.96,62.71,,,2.65,73.5,1.58,,,,,99.29,97.56,96.75,,
89,2024-25,Jahlil Okafor,29,IND,3,Too Few Games,Low Minute,Helper,-0.4,-0.04,-0.36,0,-0.41,-0.24,0.42,-0.05,0,0.21,49.05,71.6,35.56,6.65,50.44,43.57,48.91,72.24,72.77,63.15,0.52,-1,-0.37,-0.03,-0.45,-0.1,-0.5,66.94,19.02,33.41,55.04,27.25,24.02,17.07
90,2018-19,Jahlil Okafor,23,NOP,935,Rotation,Post Scorer,Anchor Big,-0.6,-0.55,-0.05,1.08,-0.65,-1.28,0.91,-0.76,-10.8,-0.39,42.98,49.17,52.15,57.02,41.79,15.28,63.29,38.88,37.59,33.28,0.16,-1.03,0.11,-0.96,-0.89,0.75,0.3,54.53,17.47,62.71,42.86,12.42,69.27,75.83
91,2019-20,Jahlil Okafor,24,NOP,467,Rotation,Post Scorer,Anchor Big,-0.59,-0.59,-0.01,0.54,-0.62,-1.68,0.96,-0.78,-5.75,-0.79,43.36,47.07,54.4,44.94,42.88,9.77,64.51,38,46.29,20.31,0.15,-0.8,0.15,-0.06,-0.9,0.81,0.36,54.34,48.45,64.52,53.83,12.15,71.3,77.5
92,2015-16,Jahlil Okafor,20,PHI,1591,Starter,Post Scorer,Helper,-2.91,-2.08,-0.83,-0.67,-2.23,-2.36,,-1.28,-65.61,-1.37,2.27,5.86,16.54,1.25,4.99,3.52,,20.5,2.12,8.51,,,-0.95,-25.94,-0.99,,,,,10.7,12.97,10.09,,
93,2016-17,Jahlil Okafor,21,PHI,1134,Key Rotation,Post Scorer,Anchor Big,-1.72,-1.55,-0.17,0.46,-1.55,-1.89,-0.01,-1.42,-35.18,-0.87,14.24,14.3,45.87,42.64,15.39,7.26,32.88,16.6,12.07,18.36,-0.17,0.03,-0.13,-3.73,-1.03,0.16,0.04,41.92,81.26,48.32,34.19,9.07,37.85,65.61
94,2017-18,Jahlil Okafor,22,PHI/BRK,353,Rotation,Post Scorer,Anchor Big,-1.93,-2.13,0.2,0.09,-0.99,-2.42,0.18,-1.41,-14.72,-1.84,10.89,5.35,64.79,22.24,30.25,3.25,39.93,16.89,32.13,3.79,-0.74,-0.73,0.42,1.4,-0.58,0.92,0.26,17.08,52.5,75.03,64.45,22.04,75.11,74.47
95,2020-21,Jahlil Okafor,25,DET,347,Rotation,Post Scorer,Anchor Big,-3.33,-2.38,-0.95,-0.2,-2.7,-3.74,-0.83,-1.92,-16.56,-2,0.87,2.96,13.74,3.45,2,0.32,8.97,6.82,29.86,2.89,-0.99,-0.63,-0.78,-6.75,-1.73,0.15,0.3,9.46,58.67,15.35,29.13,1.4,37.54,75.83
96,2017-18,Emmanuel Mudiay,21,DEN/NYK,1244,Rotation,Slasher,Point of Attack,-3.19,-1.4,-1.78,-0.69,-1.47,-1.91,-1.19,-0.45,-35.8,-0.52,1.32,18.06,2.62,1.22,16.96,6.97,4.2,52.74,11.76,28.15,-0.4,-0.65,-1.03,-45.75,-1.39,-0.8,-1.01,32.01,57.44,9.28,6.13,3.94,5.08,4.66
97,2018-19,Emmanuel Mudiay,22,NYK,1607,Starter,Slasher,Point of Attack,-2.81,-0.95,-1.86,-0.46,-2.04,-1.98,-1.4,-0.6,-31.73,-0.44,2.65,32.36,2.25,1.71,7.04,6.3,2.61,45.95,14.13,31.16,-0.1,-1.07,-1.44,-61.54,-1.53,-1.3,-1.15,43.81,15.85,3.22,3.08,2.66,1.68,3.13
98,2021-22,Emmanuel Mudiay,25,SAC,11,Too Few Games,Low Minute,Point of Attack,-0.24,-0.2,-0.04,0.02,-0.25,0.33,0.15,-0.18,-0.05,0.2,53.77,64.93,52.52,10.21,54.94,63.93,38.75,67.11,70.45,62.71,-0.46,-0.86,-0.07,-0.01,0.13,0.61,-0.44,30.14,44.94,51.84,55.92,58.24,63.84,38.86
99,2019-20,Emmanuel Mudiay,23,UTA,850,Rotation,Slasher,Point of Attack,-2.42,-1.9,-0.52,-0.02,-1.38,-1.66,-0.73,-0.84,-33.58,-1.48,5.54,7.75,27.78,6.19,19.36,10,11.08,35.71,13.03,7.23,-0.51,-0.67,-0.54,-9.15,-0.18,-0.23,-1.08,27.3,56.04,24.81,25.83,40.5,18.13,3.81
100,2015-16,Emmanuel Mudiay,19,DEN,2068,Starter,Slasher,Point of Attack,-1.81,-0.91,-0.9,0.64,-1.61,-1.28,,-0.92,-37.89,-0.89,12.75,33.78,14.93,47.46,14.37,15.28,,32.87,10.53,17.74,,,-0.69,-37.69,-0.39,,,,,18.74,8.36,29.94,,
101,2016-17,Emmanuel Mudiay,20,DEN,1406,Key Rotation,Primary Ball Handler,Point of Attack,-2.09,-0.78,-1.31,0.22,-0.71,-1.95,-0.55,-0.07,-22.51,-1.06,8.69,38.78,7.18,33.23,39.7,6.6,15.52,71.51,22.41,14.15,0.01,-0.4,-0.65,-37.97,-0.89,-0.56,-0.57,48.31,70.14,20.26,8.29,12.42,9.19,14.16
102,2019-20,Tyus Jones,23,MEM,1232,Key Rotation,Primary Ball Handler,Point of Attack,0.12,0.49,-0.37,2,-0.02,0.28,1.67,0.36,13.14,0.31,75.79,82.46,34.99,70.23,60.42,62.47,77.85,81.62,82.24,68.14,1.41,0,-0.38,-9.89,-0.04,0.27,-0.09,84.79,80.73,32.8,24.73,49.05,44.62,59.68
103,2020-21,Tyus Jones,24,MEM,1222,Rotation,Primary Ball Handler,Point of Attack,-1.27,-0.43,-0.84,0.89,0.36,-1.36,0.89,0.48,-10.64,-0.69,22.96,54.55,16.3,53.33,81.21,14.08,62.67,83.6,37.8,22.63,0.88,0.19,-0.13,-21.17,-0.68,0.02,-0.3,75.02,84.17,48.32,15.59,18.7,31.06,46.59
104,2021-22,Tyus Jones,25,MEM,1549,Key Rotation,Primary Ball Handler,Point of Attack,0.7,1.11,-0.41,3.09,0.68,0.95,1.89,1,35.29,1.19,83.99,89.71,33.21,80.72,85.5,79.15,80.95,89.23,88.95,88.98,1.89,0.04,-0.32,-13.09,-0.24,0,-0.53,90.19,81.52,36.37,21.55,37.22,30.32,15.78
105,2022-23,Tyus Jones,26,MEM,1940,Key Rotation,Primary Ball Handler,Low Activity,-0.7,0.58,-1.28,2.13,1.04,0.02,1.19,1.17,23.52,0.38,39.9,83.89,7.6,71.7,88.82,53.23,69.31,90.49,85.65,70.8,1.53,0.38,-0.13,-51.59,-0.36,-0.34,-0.61,86.71,86.54,48.32,4.69,31.26,14.45,12.91
106,2015-16,Tyus Jones,19,MIN,573,Rotation,Primary Ball Handler,Point of Attack,-0.66,-0.05,-0.61,0.62,-0.6,-0.23,,-0.14,-0.6,-0.13,41.2,71.26,23.98,47,43.83,43.99,,68.72,63.35,45.01,,,-0.46,-7.03,-0.09,,,,,28.88,28.62,46.01,,
107,2016-17,Tyus Jones,20,MIN,774,Garbage Time,Secondary Ball Handler,Point of Attack,0.4,0.57,-0.17,1.4,-0.09,1.39,1.98,-0.08,8.69,1.13,80.1,83.77,45.87,62.46,59.05,86.43,82.25,71.17,80.37,88.05,1.52,-0.14,-0.01,-2.56,0.26,0.46,-0.56,86.58,77.34,55.77,36.97,64.59,55.15,14.56
108,2017-18,Tyus Jones,21,MIN,1467,Rotation,Primary Ball Handler,Point of Attack,0.87,0.59,0.28,3.11,0.04,1.06,2.29,-0.14,17.06,0.38,85.86,84.02,67.94,80.86,75.79,81.09,86.23,68.72,83.8,70.8,1.54,0.21,0.18,8.03,0.67,0.75,-0.17,86.76,84.41,65.91,74.37,81.92,69.27,54.84
109,2018-19,Tyus Jones,22,MIN,1560,Key Rotation,Primary Ball Handler,Point of Attack,0.41,0.28,0.13,2.83,-0.26,0.62,1.83,0.16,9.17,0.17,80.23,79.25,62.05,78.54,54.63,71.78,80.28,78.13,80.59,61.17,1.32,0.31,-0.43,4.17,0.45,0.51,0.05,82.79,85.92,30.4,69.84,73.48,58.12,66.13
110,2025-26,Tyus Jones,29,ORL/DAL/DEN,979,Rotation,Primary Ball Handler,Point of Attack,-0.49,-0.45,-0.04,1.2,-0.72,-0.83,0.45,-0.89,-8.95,-0.65,46.42,53.59,52.52,59.24,39.29,24.98,50.04,33.97,40.34,23.8,0.67,0,0.17,-8.21,-0.18,-0.21,-1.1,70.53,80.73,65.52,26.78,40.5,19,3.61
111,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,-0.29,1.1,-1.39,2.95,-0.22,-0.59,0.78,1.07,48.62,0.83,52.45,89.59,5.97,79.38,55.84,31.62,59.78,89.73,91.2,83.01,1.69,0.45,-1.29,-61.1,-1.43,-0.91,-0.93,88.07,87.32,4.89,3.15,3.37,4.03,5.84
112,2023-24,Tyus Jones,27,WAS,1933,Starter,Primary Ball Handler,Point of Attack,-0.41,0.74,-1.15,2.48,-0.35,-0.39,0.85,0.63,30.88,0.63,48.84,86.1,9.97,75.17,52.02,38.49,61.6,85.53,87.8,78.5,1.54,0.26,-0.98,-47.71,-1.02,-0.69,-0.94,86.76,85.14,10.16,5.62,9.33,6.94,5.65
113,2015-16,Cliff Alexander,20,POR,36,Too Few Games,Low Minute,Anchor Big,-0.66,-0.65,-0.01,0.04,-0.6,-1.14,,-0.5,-0.48,-0.22,41.2,44.23,54.4,13.64,43.83,17.92,,50.54,64.4,40.84,,,-0.1,-0.01,-0.92,,,,,50.2,55.92,11.63,,
114,2018-19,Justin Anderson,25,ATL,463,Garbage Time,Movement Shooter,Helper,-1.06,-1.09,0.03,0.39,-1.01,-0.24,0.27,-1.08,-10.84,-0.27,29.07,27.83,56.79,40.47,29.66,43.57,43.46,27.25,37.53,38.25,-0.1,-0.62,0.07,0.26,0.03,0.37,-0.5,43.81,59.35,60.34,60.16,52.96,50.24,17.07
115,2021-22,Justin Anderson,28,CLE/IND,316,Garbage Time,Movement Shooter,Helper,-0.23,-0.16,-0.07,0.44,-0.11,0.72,0.49,-0.04,-1.04,0.7,54.04,66.72,50.98,41.96,58.58,74.48,51.51,72.58,60.32,80.3,0.07,-0.68,-0.07,-0.43,0.02,0.43,-0.17,51.18,55.58,51.84,47.39,52.44,53.88,54.84
116,2016-17,Justin Anderson,23,DAL/PHI,1227,Rotation,Movement Shooter,Wing Stopper,-0.66,-0.08,-0.59,1.35,-0.38,0.09,0.51,-0.21,-1.89,0.74,41.2,70.33,24.9,61.83,51.27,56.13,52.15,65.67,56.28,81.21,0.46,-0.9,-0.17,-14.27,-0.65,0.05,0.12,64.89,42.78,45.68,20.57,19.77,32.27,69.11
117,2017-18,Justin Anderson,24,PHI,519,Rotation,Movement Shooter,Low Activity,-1.55,-0.11,-1.45,0.26,-0.89,0.12,0.44,0.06,-1.14,0.75,17.61,68.99,5.3,35.14,33.68,57.06,49.69,75.68,59.44,81.45,0.89,-0.46,-0.95,-15.41,-0.63,-0.45,-0.01,75.15,67.99,10.7,19.7,20.28,11.12,63.72
118,2019-20,Justin Anderson,26,BRK,107,Garbage Time,Stationary Shooter,Helper,-0.31,-0.38,0.08,0.14,-0.33,0.91,0.15,-0.58,-0.89,0.84,51.84,56.65,59.55,27.35,52.68,78.32,38.75,46.78,61.21,83.19,-0.54,-0.66,0.24,0.18,0.07,0.69,-0.29,25.44,56.76,68.58,59.66,55.37,67.01,47.44
119,2015-16,Justin Anderson,22,DAL,647,Rotation,Movement Shooter,Chaser,0.35,-0.77,1.12,1.15,0.05,1.73,,-0.88,-9.86,-0.02,79.22,39.34,88.41,58.46,76.05,90.49,,34.31,38.86,50.46,,,0.93,14.59,1.75,,,,,87.66,80.25,97.68,,
120,2015-16,Anthony Brown,23,LAL,599,Key Rotation,Movement Shooter,Chaser,-1.53,-1.66,0.13,0.3,-2.47,-0.15,,-2.09,-19.74,-0.91,18.06,11.97,62.05,37.05,3.22,47,,4.71,25.68,17.33,,,-0.38,1.55,0.76,,,,,32.8,64.83,84.48,,
121,2017-18,Anthony Brown,25,MIN,4,Too Few Games,Low Minute,Chaser,-0.91,-0.5,-0.41,0,-0.95,-0.08,0.13,-0.51,-0.05,-0.12,33.42,51.29,33.21,6.65,31.28,49.66,37.98,50.1,70.45,45.68,-0.26,-0.94,-0.44,-0.04,0.05,0.39,-0.33,37.78,40.78,29.86,54.47,54.11,51.4,45.01
122,2016-17,Anthony Brown,24,NOP/ORL,159,Garbage Time,Movement Shooter,Wing Stopper,-1.04,-0.75,-0.28,0.14,-1.26,-0.28,-0.24,-0.97,-2.31,0.06,29.52,40.15,39.76,27.35,22.4,42.25,24.5,30.89,54.93,55.09,-0.6,-1.28,-0.28,-0.86,-0.34,0.36,-0.36,23.09,7.57,38.63,43.45,32.4,49.25,43.46
123,2015-16,Montrezl Harrell,22,HOU,379,Garbage Time,Post Scorer,Helper,-1.24,-1.04,-0.2,0.26,-1.92,-0.69,,-1.59,-8.1,-0.33,23.86,29.59,44.19,35.14,9.01,28.52,,12.66,41.86,35.73,,,-0.33,-1.54,-0.35,,,,,35.78,39.9,31.84,,
124,2016-17,Montrezl Harrell,23,HOU,1064,Rotation,Roll + Cut Big,Mobile Big,-0.92,0.02,-0.94,0.99,-0.2,-0.24,0.78,-0.06,0.53,1.02,33.12,73.49,14,55.31,56.34,43.57,59.78,71.87,74.56,86.39,0.85,-0.87,-0.13,-20.68,-1.26,-0.07,-0.25,74.32,44.29,48.32,15.98,5.18,25.92,50.22
125,2017-18,Montrezl Harrell,24,LAC,1293,Rotation,Post Scorer,Mobile Big,1.66,2.19,-0.54,3.42,0.96,1.48,2.76,1.25,58.29,2.48,92.48,95.58,27.01,82.68,88.08,87.63,90.5,90.91,92.48,97.36,2.66,-0.16,-0.29,-14.34,-1.01,0.11,-0.18,94.27,76.8,38.02,20.5,9.6,34.87,54.42
126,2018-19,Montrezl Harrell,25,LAC,2158,Key Rotation,Post Scorer,Anchor Big,1.09,1.25,-0.17,4.86,1.21,0.4,2.29,1,57.42,1.42,88.08,90.91,45.87,90.13,90.11,66.03,86.23,89.23,92.38,91.42,1.97,0.58,0.21,-7.72,-1.01,0.32,-0.12,90.81,88.79,67.08,27.62,9.6,46.96,58.03
127,2019-20,Montrezl Harrell,26,LAC,1749,Star,Shot Creator,Anchor Big,1.53,1.57,-0.04,4.44,1.36,-0.62,3.14,1.19,58.92,0.31,91.76,93.09,52.52,88.54,91.28,30.59,92.93,90.59,92.6,68.14,2.54,1.15,0.17,-1.5,-0.93,0.6,0.17,93.58,92.53,65.52,40.01,11.41,63.16,71.35
128,2020-21,Montrezl Harrell,27,LAL,1580,Key Rotation,Post Scorer,Mobile Big,1.23,0.53,0.71,3.69,1.11,0.94,2.77,0.57,16.84,0.9,89.4,83.09,80.31,84.29,89.36,79.05,90.63,84.63,83.65,84.41,1.7,0.78,0.54,22.64,0.04,1.07,0.38,88.16,90.34,78.74,85.22,53.67,79.44,78.07
129,2022-23,Montrezl Harrell,29,PHI,681,Rotation,Post Scorer,Anchor Big,-0.56,-0.07,-0.5,0.81,-1.04,-1.02,1.44,-0.75,-0.9,0.26,44.22,70.6,28.72,51.59,28.85,20.7,73.93,39.44,61.14,65.64,1.11,0.58,-0.29,-6.96,-1.29,0.33,0.21,79.2,88.79,38.02,28.77,4.81,47.53,72.86
130,2021-22,Montrezl Harrell,28,WAS/CHO,1640,Key Rotation,Post Scorer,Anchor Big,1.76,1.58,0.18,4.39,0.63,0.69,3.29,1.06,52.16,1.39,93.03,93.16,63.98,88.37,84.95,73.68,93.56,89.62,91.64,91.15,2.53,0.89,-0.43,5.96,-0.7,0.77,0.44,93.45,90.91,30.4,72.17,18.06,69.88,80.28
131,2016-17,Andrew Harrison,22,MEM,1474,Rotation,Shot Creator,Point of Attack,-1,-1.04,0.04,1.29,-0.91,-1.26,-0.2,-1.13,-29.35,-1.73,30.83,29.59,57.23,60.71,32.81,15.67,25.98,25.37,16.03,4.65,-0.4,-1,0.22,1.14,0.47,0.2,-0.5,32.01,19.02,67.59,63.76,74.56,40.74,17.07
132,2017-18,Andrew Harrison,23,MEM,1326,Key Rotation,Primary Ball Handler,Point of Attack,-0.52,-0.27,-0.24,1.59,-0.62,-0.33,0.44,-0.3,-6.92,-0.48,45.35,61.88,41.89,65.44,42.88,40.71,49.69,60.83,43.79,29.54,0.36,-0.74,-0.32,-6.18,0.15,0.08,0.02,61.87,51.84,36.37,30.18,59.28,33.6,64.93
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,-0.9,-0.96,0.05,0.18,-0.44,-1.41,0.22,-0.67,-3.48,-1.79,33.74,32.04,57.8,30.45,49.17,13.25,41.51,42.94,51.61,4.2,-0.52,-0.54,0.23,0.2,0.38,0.74,-0.15,26.88,63.48,68.11,59.8,70.4,68.89,55.98
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,-1.35,-1.12,-0.22,0.06,-1.19,-0.16,,-1.03,-2.28,-0.69,21.4,26.86,43.03,17.33,24.45,46.73,,28.96,55.01,22.63,,,-0.16,-0.45,0.52,,,,,46.46,47.12,76.4,,
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,-0.77,-0.65,-0.12,0.02,-0.7,0.2,0.13,-0.63,-0.22,-0.24,37.64,44.23,48.49,10.21,40.04,59.95,37.98,44.75,67.2,39.71,-0.48,-0.95,-0.06,-0.04,0.44,0.61,-0.38,28.87,40.15,52.42,54.47,72.97,63.84,42.18
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,-1.43,-1.29,-0.14,0.14,-1.18,-0.12,-0.08,-1.17,-6.02,-0.43,19.65,21.26,47.51,27.35,24.84,47.8,30.38,24.27,45.72,31.6,-0.62,-0.67,-0.01,-0.67,0.31,0.53,-0.18,22.31,56.04,55.77,44.92,67.15,59.19,54.42
137,2021-22,Delon Wright,29,ATL,1452,Rotation,Primary Ball Handler,Point of Attack,0.61,-0.45,1.06,2.81,0.32,0.86,2.37,-0.5,-13.15,-0.38,83.17,53.59,87.54,78.42,80.51,77.3,87.28,50.54,34.06,33.63,0.82,-0.2,0.83,31.04,1.24,1.56,0.43,73.69,76.03,85.41,88.64,93.26,88.59,79.84
138,2018-19,Delon Wright,26,TOR/MEM,1698,Rotation,Primary Ball Handler,Chaser,0.85,0.49,0.37,3.57,0.1,1.17,2.39,-0.07,16.97,0.37,85.61,82.46,71.14,83.46,76.89,83.16,87.5,71.51,83.77,70.48,1.41,0.03,0.17,12.77,0.8,0.99,0.31,84.79,81.26,65.52,78.71,85.53,77.23,76.18
139,2023-24,Delon Wright,31,WAS/MIA,742,Rotation,Secondary Ball Handler,Point of Attack,0.44,-0.56,1,1.35,0.01,1.29,2.45,-0.54,-8.54,0.16,80.61,48.68,86.54,61.83,75.5,84.97,88,48.49,41.06,60.44,0.51,-0.43,0.55,15.22,1.14,1.94,0.63,66.55,69,79.01,80.64,92.18,94.27,85.4
140,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,-1,-1.42,0.43,0.58,-1.01,0,0.36,-1.35,-18.19,-0.83,30.83,17.62,73.02,45.94,29.66,52.49,46.93,18.48,27.52,19.33,-0.68,-0.77,0.35,5.41,0.83,1.04,0.58,19.73,50.17,72.87,71.5,86.36,78.81,84.33
141,2020-21,Delon Wright,28,DET/SAC,1748,Star,Primary Ball Handler,Point of Attack,1.08,0.23,0.85,3.91,0.33,0.98,2.35,-0.03,8.2,-0.03,88,78,83.43,85.97,80.68,79.79,87.02,72.94,79.94,49.85,1.21,-0.27,0.36,29.91,1.01,1.13,0.24,80.98,74.23,73.16,88.15,90,80.87,73.67
142,2015-16,Delon Wright,23,TOR,229,Garbage Time,Slasher,Point of Attack,-0.94,-0.04,-0.9,0.21,-0.69,-0.41,,-0.14,-0.17,-0.02,32.61,71.6,14.93,32.48,40.36,37.78,,68.72,68.28,50.46,,,-0.55,-4.08,-0.39,,,,,24.34,33.48,29.94,,
143,2016-17,Delon Wright,24,TOR,446,Rotation,Slasher,Point of Attack,0.31,0.03,0.28,0.78,-0.11,1.08,2.05,-0.24,0.26,0.37,78.51,73.82,67.94,50.8,58.58,81.48,83.14,64.05,74.2,70.48,1.27,-0.26,0.13,2.39,0.71,0.78,-0.45,81.94,74.5,63.61,66.79,83.09,70.2,38.37
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,0.56,0.47,0.09,2.74,0.77,0.74,2.01,0.58,13.39,0.26,82.47,82.21,60.02,77.62,86.36,74.93,82.75,84.77,82.33,65.64,1.47,-0.07,0.19,2.45,0.48,0.54,0.11,86.05,79.11,66.3,66.89,74.93,59.72,68.61
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,0.46,-0.74,1.19,2.24,0.83,0.41,2.27,0,-18.18,-0.93,80.87,40.5,89.45,72.75,87.01,66.32,86.05,73.93,27.54,16.81,0.41,-0.64,0.83,29.48,1.35,1.87,0.61,63.75,58.04,85.41,87.95,94.77,93.35,85
