RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shot Making,Midrange Shot Making,3PT Pull Up Talent,Midrange Pull Up Talent,Pull-Up Shooting Talent,Off-Ball Shot Making,Floater Talent,Putback Scoring Impact Per 75 Possessions,Passing Creation Quality,High Value Assists Per 75 Possessions,3PT Shot Making_percentile,Midrange Shot Making_percentile,3PT Pull Up Talent_percentile,Midrange Pull Up Talent_percentile,Pull-Up Shooting Talent_percentile,Off-Ball Shot Making_percentile,Floater Talent_percentile,Putback Scoring Impact Per 75 Possessions_percentile,Passing Creation Quality_percentile,High Value Assists Per 75 Possessions_percentile,Lob Passing Creation Rate,Perimeter Isolation Defense,Pickpocket Rating,Stable Recovered Blocks%,Passing Lane Defense,Off-Ball Chaser Defense,Ball Screen Navigation,Post Defense,Lob Passing Creation Rate_percentile,Perimeter Isolation Defense_percentile,Pickpocket Rating_percentile,Stable Recovered Blocks%_percentile,Passing Lane Defense_percentile,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Post Defense_percentile
68,2019-20,Lou Williams,33,LAC,1864,Starter,Primary Ball Handler,Low Activity,0.36,0.81,0.53,1.41,1.19,0.69,1.44,0.01,0.74,6.47,85,91.79,90.54,95.48,94.36,91.3,95.38,81.11,90.6,94.9,0.07,-1.04,0.15,57.18,2.3,0.12,-1.42,-0.65,31.08,17.09,27.78,31.48,52.84,63.1,1.4,30.64
69,2015-16,Lou Williams,29,LAL,1907,Starter,Secondary Ball Handler,Chaser,0.28,0.76,1.17,0.99,1.15,0.08,1.34,0.1,-0.64,2.66,82.63,91.23,95.31,92.82,94.16,70.89,94.75,89.27,19.41,62.4,0.16,-0.35,0.29,55.96,0.92,-0.45,-0.14,-1.63,66.74,52.95,45.34,16.75,28.37,43.63,53.38,1.48
70,2015-16,Amir Johnson,28,BOS,1800,Key Rotation,Roll + Cut Big,Anchor Big,-0.26,-0.03,-0.52,-0.31,-0.33,-0.01,-0.63,0.04,-0.51,2.05,22.71,60.19,47.49,62.19,60.58,56.95,36.95,84.27,24.48,49.92,0.03,-0.87,0.45,58.28,0.62,-0.63,-0.76,1.23,8.63,24.66,67.58,65.68,22.56,37.59,27.92,93.78
71,2016-17,Amir Johnson,29,BOS,1608,Key Rotation,Roll + Cut Big,Anchor Big,0.17,-0.15,-0.54,-0.92,-0.87,0.36,-0.78,0.11,-0.27,2.88,78.2,40.93,44.94,10.17,10.58,84.15,23.73,89.79,38.01,66.16,0.02,-1.01,0.63,59.33,3.03,-1.18,-1,0.43,3.35,18.35,83.73,92.83,70.89,19.02,11.66,82.45
72,2017-18,Amir Johnson,30,PHI,1170,Rotation,Roll + Cut Big,Anchor Big,-0.1,-0.08,-0.72,-0.68,-0.73,-0.15,-0.55,-0.1,-1.62,2.45,39.43,51.62,24.93,29.5,21.67,33.4,44.63,11.89,2.62,58.93,0.08,-0.38,0.52,58.88,3.07,-0.75,-0.94,0.1,35.93,51.5,75.3,86.8,71.86,33.56,15.52,72.75
73,2018-19,Amir Johnson,31,PHI,529,Rotation,Roll + Cut Big,Anchor Big,-0.07,-0.08,-0.96,-0.72,-0.69,-0.09,-0.98,-0.14,-0.8,2.61,43.94,51.62,13.05,24.98,26.07,41.27,15.1,9.26,14.3,61.65,0.1,-0.68,0.26,57.1,3.09,-1.35,-0.79,-0.16,44.41,34.32,40.87,29.47,72.29,13.82,25.82,61.99
74,2018-19,Marcin Gortat,34,LAC,751,Rotation,Roll + Cut Big,Anchor Big,,-0.38,-0.96,-0.8,-0.73,-0.1,-0.52,-0.66,-0.41,2.11,,17.74,13.05,17.45,21.67,39.74,48.02,0.69,29.3,51.5,0.31,1.7,0.1,58.18,1.23,-1.09,-1.02,2.21,86.17,96.26,24.8,62.13,33.16,22.17,10.45,98.61
75,2015-16,Marcin Gortat,31,WAS,2256,Starter,Post Scorer,Anchor Big,0.06,0.33,-0.93,-0.3,-0.3,0.71,-0.41,-0.11,0.44,1.21,70.67,84.35,16.71,62.86,62.8,91.61,56.91,11.09,85.37,26.58,0.03,-0.26,0.25,59.03,0.53,-0.79,-0.93,1.86,8.63,57.37,39.36,89.41,20.71,32.47,15.83,97.66
76,2016-17,Marcin Gortat,32,WAS,2556,Star,Post Scorer,Anchor Big,0,0.43,-0.9,-0.49,-0.51,0.29,-0.43,0.16,-1.09,1.52,61.14,86.48,19.08,49.64,46.24,81.77,55.38,92.45,7.92,34.48,0.01,-0.27,0.16,58.14,1.64,-0.89,-0.98,2.83,1.83,56.84,28.34,60.88,38.22,29.27,12.97,99.69
77,2017-18,Marcin Gortat,33,WAS,2075,Key Rotation,Post Scorer,Mobile Big,,-0.11,-0.97,-0.54,-0.52,-0.48,-0.72,-0.16,-0.63,1.94,,46.39,10.85,45.02,45.24,10.34,28.59,7.97,19.86,46.88,0.01,-0.15,0.22,61.31,1.61,-0.56,-0.94,2.55,1.83,62.45,35.37,99.65,37.7,40.07,15.52,99.41
78,2015-16,Ronnie Price,32,PHO,1211,Rotation,Primary Ball Handler,Point of Attack,-0.16,-0.32,-0.26,-0.49,-0.62,0.02,-0.37,0,-1.08,3.74,32.43,21.89,69.06,49.64,33.82,64.46,59.58,21.65,8.11,77.18,0.13,0.21,1.06,55.28,1.18,-0.72,0.05,-1.48,56.04,74.24,96.24,14.85,32.58,34.54,60.61,2.43
79,2016-17,Ronnie Price,33,PHO,134,Garbage Time,Shot Creator,Chaser,-0.15,-0.13,-0.31,-0.69,-0.61,-0.17,-1.25,0,-0.21,4.05,33.57,43.56,66.06,28.35,35.32,31.51,3.4,21.65,43.05,80.29,0.32,-0.43,1.07,57.65,6.94,0.28,-0.37,-0.58,86.92,48.65,96.33,45.67,98.99,68.44,45.45,35.43
80,2016-17,Jose Calderon,35,LAL/ATL,539,Garbage Time,Primary Ball Handler,Point of Attack,-0.25,-0.18,-0.3,-0.32,-0.35,-0.18,-0.55,0,-0.9,4.17,23.5,37.44,66.91,61.59,59.11,30.51,44.63,21.65,11.73,81.46,0.2,0.95,0.14,57.65,3.46,0.98,1.49,-0.98,76.08,89.33,26.98,45.67,79.61,87.84,92.39,13.91
81,2015-16,Jose Calderon,34,NYK,2024,Starter,Primary Ball Handler,Point of Attack,0.58,0.47,-0.03,0.27,0.21,0.52,-0.67,0,-2.76,4.03,89.48,87.15,78.71,83.38,82.45,87.7,33.28,21.65,0.07,80.16,0.33,1.71,0.56,56.7,0.73,0.67,-0.52,-1.67,87.64,96.3,78.5,22.42,24.7,80.43,40.39,1.23
82,2017-18,Jose Calderon,36,CLE,914,Rotation,Primary Ball Handler,Point of Attack,0.46,0.14,0.02,-0.16,-0.09,0.37,-0.78,0,0.58,4.36,87.18,78.26,80.26,70.33,73.54,84.58,23.73,21.65,88.32,83.02,0.52,0.37,0.41,58.33,3.07,0.52,1.71,-1.11,94.97,78.57,62.72,67.97,71.86,76.11,94.72,9.52
83,2018-19,Jose Calderon,37,DET,632,Rotation,Primary Ball Handler,Low Activity,-0.33,0.13,-0.52,-0.08,-0.34,-0.26,-0.64,0,-0.33,6.05,18.24,77.81,47.49,73.56,59.87,23.04,35.85,21.65,33.99,93.29,0.36,-1.21,0.47,56.54,2.62,-0.55,-0.31,-0.95,89.47,11.16,69.63,20.69,61.21,40.47,47.53,15.04
84,2016-17,Alan Anderson,34,LAC,308,Garbage Time,Movement Shooter,Chaser,-0.02,-0.27,-0.12,-0.6,-0.49,-0.04,-0.71,0,0.29,1.24,54.13,26.66,75.2,38.69,48.56,49.42,29.47,21.65,81.18,27.17,0.22,-0.64,0,57.47,1.48,-0.07,0.37,-0.69,78.47,36.92,0,39.86,36.01,56.68,70.94,28.44
85,2015-16,Alan Anderson,33,WAS,192,Garbage Time,Movement Shooter,Wing Stopper,-0.02,-0.19,-0.33,-0.77,-0.62,-0.05,-1.34,0,0.14,2.32,54.13,36.17,64.78,19.89,33.82,47.39,0.27,21.65,75.85,56.31,0.07,-0.16,0.39,56.87,0.39,0.42,0.37,-0.27,31.08,61.94,60.01,24.79,18.81,72.92,70.94,55.55
86,2015-16,Chuck Hayes,32,HOU,24,Too Few Games,Low Minute,Anchor Big,,-0.06,-0.93,-1.78,-1.68,,-0.82,0,-0.04,2.94,,54.8,16.71,0.05,0.36,,21.41,21.65,63.27,67.16,0.14,-1.28,0,57.12,0,-1.77,,-0.31,59.9,9.26,0,29.79,0,4.25,,53.31
87,2016-17,John Lucas III,34,MIN,11,Too Few Games,Low Minute,Point of Attack,0,-0.02,-0.5,-0.56,-0.43,,-1.25,0,-0.1,0,61.14,62.22,50,43.06,53.06,,3.4,21.65,55.56,0,0.15,-0.88,0,57.47,19.57,-0.96,-0.1,,63.57,24.18,0,39.86,99.96,26.84,54.81,
88,2015-16,Tim Duncan,39,SAS,1537,Starter,Post Scorer,Anchor Big,0.06,-0.44,-0.93,-0.29,-0.31,0.28,-0.19,0.37,1.34,3.15,70.67,14.01,16.71,63.34,62.15,81.25,69.23,97.34,96.31,70.41,0.47,-1.06,0.43,61.53,0.79,-1.25,-0.91,2.37,93.92,16.36,65.13,99.81,25.76,16.9,17.21,99.03
89,2024-25,Jahlil Okafor,29,IND,3,Too Few Games,Low Minute,Helper,,,-1.03,-1.57,-1.51,,-1.21,0,-0.09,9.38,,,1.93,1.56,1.56,,7.8,21.65,56.92,99.41,0.2,-0.48,0,58.34,0,,,,76.08,46,0,68.5,0,,,
90,2018-19,Jahlil Okafor,23,NOP,935,Rotation,Post Scorer,Anchor Big,0.05,-0.02,-0.48,0.51,0.27,0.08,-0.32,0.07,0.12,1.11,69.6,62.22,52.27,87.53,83.82,70.89,62.63,87.07,74.84,24.4,0.06,-0.15,0.27,59.19,1.02,-2.09,-0.82,2.15,26.2,62.45,42.24,91.63,30.31,1.4,23.77,98.46
91,2019-20,Jahlil Okafor,24,NOP,467,Rotation,Post Scorer,Anchor Big,0,-0.2,-0.56,-0.12,-0.23,0.18,-0.69,0.44,-0.22,2.38,61.14,34.96,42.37,72.11,66.84,76.81,31.03,98.15,42.17,57.58,0.05,-0.14,0.23,58.9,1.53,-1.26,-0.81,0.95,20.75,62.89,36.54,87.4,36.69,16.5,24.47,91.09
92,2015-16,Jahlil Okafor,20,PHI,1591,Starter,Post Scorer,Helper,0,0.75,-0.46,1.69,1.31,0.26,0.14,0.45,-0.16,1.36,61.14,91.13,54.25,96.63,94.99,80.43,80.57,98.28,47.93,30.3,0.04,-1.23,0.14,59.95,0.41,-1.92,-0.98,0.27,15.06,10.57,26.98,96.96,18.99,2.67,12.97,78.29
93,2016-17,Jahlil Okafor,21,PHI,1134,Key Rotation,Post Scorer,Anchor Big,,0.05,-0.9,0.55,0.35,0.09,-0.09,0.1,-0.28,1.69,,71.73,19.08,88.08,85.46,71.75,73,89.27,37.32,39.46,0.02,-1.38,0.2,57.77,1.63,-1.59,-0.98,0.32,3.35,6.78,32.45,49.08,38.09,7.72,12.97,79.74
94,2017-18,Jahlil Okafor,22,PHI/BRK,353,Rotation,Post Scorer,Anchor Big,-0.02,0.31,-0.58,0.36,0.18,-0.02,-0.17,0.06,-0.16,1.2,54.13,83.71,39.61,85.1,81.74,54.05,70.01,86.04,47.93,26.31,0.06,-0.33,0.32,58.6,0.32,-1.46,-1.12,2.19,26.2,53.85,49.63,80.33,18.29,10.77,6,98.52
95,2020-21,Jahlil Okafor,25,DET,347,Rotation,Post Scorer,Anchor Big,-0.09,0.27,-0.61,-0.04,-0.17,-0.03,0.07,0.15,-0.21,1.51,40.66,82.71,35.71,75.03,70.13,51.34,78.57,92,43.05,34.11,0.06,-0.44,0.21,56.86,1.48,-1.63,-0.97,0.45,26.2,48.22,33.83,24.6,36.01,6.94,13.8,82.81
96,2017-18,Emmanuel Mudiay,21,DEN/NYK,1244,Rotation,Slasher,Point of Attack,-0.39,-1.14,0.05,-0.78,-0.62,-0.39,-1.01,0,-0.18,4.81,14.96,0.95,81.13,18.96,33.82,14.89,14.45,21.65,45.72,86.61,0.28,0.04,0.47,59.07,2.84,-0.24,0.86,-0.53,84.12,69.26,69.63,90.12,66.62,51.08,83.11,38.73
97,2018-19,Emmanuel Mudiay,22,NYK,1607,Starter,Slasher,Point of Attack,-0.25,0.72,0.07,1.16,0.89,-0.06,-0.36,-0.02,-0.11,4.83,23.5,90.84,81.65,94.09,92.28,45.88,60.17,19.52,54.04,86.71,0.39,1.08,0.23,58.14,2.69,0.09,-0.62,0.21,91.18,91.1,36.54,60.88,63.14,62.19,35.98,76.67
98,2021-22,Emmanuel Mudiay,25,SAC,11,Too Few Games,Low Minute,Point of Attack,,-0.04,-1.02,-0.55,-0.54,,-1.18,0,-0.03,9.78,,58.48,3.54,43.91,42.98,,10.12,21.65,64.32,99.64,0.19,-0.88,0,57.38,6,-1.68,-0.27,,74.34,24.18,0,36.57,97.9,5.84,49.09,
99,2019-20,Emmanuel Mudiay,23,UTA,850,Rotation,Slasher,Point of Attack,-0.09,0.32,-0.04,0.66,0.49,-0.11,-0.32,0,-0.67,4.88,40.66,84.04,78.45,89.32,87.66,38.18,62.63,21.65,18.08,87.1,0.03,-1.5,0.51,59.35,2.07,-0.4,0.36,0.16,8.63,4.38,74.24,93.04,47.29,45.51,70.7,74.85
100,2015-16,Emmanuel Mudiay,19,DEN,2068,Starter,Slasher,Point of Attack,-0.7,-1.98,0.17,-1.45,-1.16,-0.97,-0.95,-0.09,0.82,5.93,4.77,0.05,84.07,3.28,3.37,1.25,15.81,13.12,91.84,92.75,0.39,0.09,0.47,56.36,0.7,1.65,-0.99,-1.51,91.18,70.71,69.63,19.06,24.15,96.92,12.3,2.14
101,2016-17,Emmanuel Mudiay,20,DEN,1406,Key Rotation,Primary Ball Handler,Point of Attack,-0.85,-0.97,-1.28,-0.82,-1.28,-0.69,-0.25,-0.24,-0.08,4.34,2.87,1.85,0.17,15.89,2.89,4.48,66.76,5,58.42,82.78,0.16,0.8,0.41,57.27,2.31,-0.34,-0.02,-1.03,66.74,87.43,62.72,33.54,53.09,47.46,57.81,11.84
102,2019-20,Tyus Jones,23,MEM,1232,Key Rotation,Primary Ball Handler,Point of Attack,-0.02,0.87,-0.2,1.08,0.66,0.05,3.81,0,-1.29,6.52,54.13,92.43,72.17,93.58,90.13,68.49,99.54,21.65,5.47,95.04,0.44,-0.07,0.81,58.22,2.98,-0.62,1.64,-0.34,92.84,65.54,91.71,63.5,69.7,38.11,94.08,51.54
103,2020-21,Tyus Jones,24,MEM,1222,Rotation,Primary Ball Handler,Point of Attack,-0.45,0.74,-0.4,1.07,0.63,-0.32,3.54,0,-0.45,5.94,12.19,91.04,59.58,93.48,89.69,18.95,99.39,21.65,27.24,92.81,0.44,-1.44,0.48,58.33,4.14,0.53,0.1,-0.44,92.84,5.47,70.93,67.97,88.82,76.47,62.07,44.86
104,2021-22,Tyus Jones,25,MEM,1549,Key Rotation,Primary Ball Handler,Point of Attack,0.06,0.77,-0.11,0.99,0.71,0.32,3.87,0,-1.61,6.34,70.67,91.3,75.52,92.82,90.76,82.88,99.59,21.65,2.76,94.37,0.38,-1.05,0.35,57.75,3.39,1.39,0.91,-0.21,90.64,16.65,54.3,48.45,78.54,94.25,84.08,59.33
105,2022-23,Tyus Jones,26,MEM,1940,Key Rotation,Primary Ball Handler,Low Activity,-0.1,0.69,0.23,0.85,0.75,-0.17,1.95,0,-1.49,6.58,39.43,90.52,85.6,91.42,91.16,31.51,97.07,21.65,3.69,95.3,0.47,-1.03,0.45,57.71,3.3,0.89,1.35,-1.24,93.92,17.49,67.58,47.32,77.02,86.12,90.84,6.26
106,2015-16,Tyus Jones,19,MIN,573,Rotation,Primary Ball Handler,Point of Attack,-0.27,-0.21,0.2,-0.27,-0.05,-0.17,0.18,0,-0.14,5.97,21.98,33.58,84.72,64.68,74.97,31.51,81.53,21.65,50.41,92.99,0.34,0.22,0.71,56.81,1.36,-0.91,-0.28,-1.1,88.27,74.56,87.78,23.96,34.69,28.46,48.67,9.64
107,2016-17,Tyus Jones,20,MIN,774,Garbage Time,Secondary Ball Handler,Point of Attack,-0.04,-0.2,-0.34,-0.3,-0.37,-0.08,0.3,0,0.28,6.75,49.8,34.96,64.01,62.86,57.63,42.62,84.21,21.65,80.8,95.89,0.43,-0.5,0.88,56.66,5.47,-0.73,0.98,-1.1,92.48,44.62,93.3,22.04,96.7,34.21,85.24,9.64
108,2017-18,Tyus Jones,21,MIN,1467,Rotation,Primary Ball Handler,Point of Attack,-0.28,0.41,-0.38,0.22,-0.03,-0.03,0.7,0,-1.38,4.84,21.09,86.13,61.29,82.24,75.66,51.34,89.74,21.65,4.38,86.77,0.23,-0.39,1.09,58.19,5.52,0.89,-0.58,0.21,79.52,51.01,96.66,62.63,96.82,86.12,37.75,76.67
109,2018-19,Tyus Jones,22,MIN,1560,Key Rotation,Primary Ball Handler,Point of Attack,-0.31,-0.02,-0.44,0.13,-0.2,-0.16,1.34,0,-1.39,6.13,19.37,62.22,56.04,80.16,68.58,32.4,94.75,21.65,4.37,93.56,0.27,0.53,0.79,57.77,4.02,0.08,0.33,-1.04,83.38,82.18,90.9,49.08,87.42,61.86,69.87,11.48
110,2025-26,Tyus Jones,29,ORL/DAL/DEN,979,Rotation,Primary Ball Handler,Point of Attack,-0.48,-0.12,-0.17,-0.37,-0.35,-0.55,0.04,0,-0.98,5.08,11.06,44.96,73.51,58.53,59.11,8.25,77.83,21.65,9.83,88.34,0.1,-0.96,0.52,58,0.85,-0.05,1.53,-0.62,44.41,20.49,75.3,55.68,27.01,57.43,92.89,32.52
111,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,0.28,-0.04,-0.23,-0.15,-0.19,0.36,1.24,0,-1.47,5.9,82.63,58.48,70.57,70.85,69.11,84.15,94.04,21.65,3.83,92.65,0.17,-0.16,0.46,58.05,2.79,1.81,1.12,-0.18,69.53,61.94,68.55,57.18,65.48,98.05,87.53,61.24
112,2023-24,Tyus Jones,27,WAS,1933,Starter,Primary Ball Handler,Point of Attack,0.41,1.06,0.17,1.15,0.98,0.23,4.23,0,-0.9,7.92,86.2,94,84.07,93.97,93.04,79.38,99.81,21.65,11.73,98.24,0.45,0.79,0.44,56.67,3.16,-0.42,0.21,-1.22,93.13,87.17,66.22,22.14,74,44.58,65.7,6.66
113,2015-16,Cliff Alexander,20,POR,36,Too Few Games,Low Minute,Anchor Big,,-0.06,-0.93,-0.7,-0.67,-0.04,-0.73,0,-0.07,0,,54.8,16.71,27.05,28.37,49.42,27.76,21.65,59.68,0,0.13,-0.66,0,57.06,0.99,-1.56,,-0.37,56.04,35.79,0,28.4,29.78,8.2,,49.82
114,2018-19,Justin Anderson,25,ATL,463,Garbage Time,Movement Shooter,Helper,-0.12,-0.32,-0.34,-0.52,-0.48,-0.16,-0.46,0,-0.38,1.43,36.92,21.89,64.01,46.87,49.29,32.4,52.79,21.65,30.87,32.03,0.05,-1.01,0.58,56.68,3.5,-0.69,-0.6,-0.72,20.75,18.35,80.06,22.24,80.25,35.54,36.82,26.74
115,2021-22,Justin Anderson,28,CLE/IND,316,Garbage Time,Movement Shooter,Helper,-0.46,0.35,-0.51,-0.16,-0.21,-0.27,-0.52,0,-0.03,3.52,11.88,84.89,48.85,70.33,68.01,22.18,48.02,21.65,64.32,74.85,0.07,-0.52,0.35,57.62,3.14,-0.36,-0.66,0.16,31.08,43.36,54.3,44.82,73.55,46.77,34.01,74.85
116,2016-17,Justin Anderson,23,DAL/PHI,1227,Rotation,Movement Shooter,Wing Stopper,-0.34,-0.43,-0.53,-0.73,-0.79,-0.22,0.03,0.2,0.79,1.92,17.66,14.63,46.34,23.66,16.15,26.5,77.52,94.03,91.44,46.25,0.13,-0.67,0.43,58.58,3.14,-0.28,-0.45,-0.56,56.04,35.06,65.13,79.57,73.55,49.58,42.74,36.75
117,2017-18,Justin Anderson,24,PHI,519,Rotation,Movement Shooter,Low Activity,-0.17,-0.08,-0.68,-0.48,-0.65,-0.08,-0.53,-0.34,-0.25,1.5,31.27,51.62,28.03,50.69,30.55,42.62,46.97,3.14,39.75,33.74,0.21,-0.92,0.21,58.79,2.68,0.67,0.83,-0.18,77.32,22.29,33.83,85.21,62.78,80.43,82.41,61.24
118,2019-20,Justin Anderson,26,BRK,107,Garbage Time,Stationary Shooter,Helper,-0.21,-0.03,-0.64,-0.67,-0.74,-0.2,-1.22,0,-0.03,2.59,26.79,60.19,32.09,30.45,20.65,28.47,5.53,21.65,64.32,61.3,0.12,-0.41,0,58.65,0.66,-0.87,-1.08,-0.3,52.13,49.89,0,81.84,23.37,29.87,7.52,53.84
119,2015-16,Justin Anderson,22,DAL,647,Rotation,Movement Shooter,Chaser,-0.3,-0.37,-0.43,-0.59,-0.68,-0.35,-0.64,0.19,-0.18,1.63,20,18.54,56.89,39.64,27.25,17.1,35.85,93.62,45.72,37.69,0.08,0.05,0.35,58.2,0.92,0.84,0.54,-0.77,35.93,69.63,54.3,63.14,28.37,84.91,75.85,23.99
120,2015-16,Anthony Brown,23,LAL,599,Key Rotation,Movement Shooter,Chaser,-0.38,-0.31,-0.46,-0.58,-0.58,-0.48,-0.41,0,-0.54,0.82,15.54,22.91,54.25,41.05,38.74,10.34,56.91,21.65,23.27,20.17,0.09,0.04,0.19,56.75,0.69,1.67,-0.02,-0.54,40.28,69.26,31.19,23.08,23.89,97.11,57.81,37.98
121,2017-18,Anthony Brown,25,MIN,4,Too Few Games,Low Minute,Chaser,0.02,,-0.97,-1.75,-1.69,0.01,-1.32,0,0.02,8.33,65.69,,10.85,0.17,0.02,62.33,1.1,21.65,68.51,98.67,0.18,-1.72,0,58.4,0,,-0.18,,72.17,1.99,0,71.6,0,,52.07,
122,2016-17,Anthony Brown,24,NOP/ORL,159,Garbage Time,Movement Shooter,Wing Stopper,-0.24,-0.14,-0.09,-0.48,-0.28,-0.35,-0.72,0,0.22,2.2,24.27,42.38,76.3,50.69,64.05,17.1,28.59,21.65,78.9,53.64,0.09,-1.05,0.25,57.65,3.2,-0.42,-0.34,-0.48,40.28,16.65,39.36,45.67,75,44.58,46.43,41.78
123,2015-16,Montrezl Harrell,22,HOU,379,Garbage Time,Post Scorer,Helper,0.01,0.14,-0.93,-0.48,-0.49,0.02,-0.33,0,0.33,1.83,63.84,78.26,16.71,50.69,48.56,64.46,62.03,21.65,82.26,43.69,0.25,-0.57,0.76,57,0.29,-0.76,-0.6,-0.38,81.74,40.42,89.7,27,18.18,33.14,36.82,48.96
124,2016-17,Montrezl Harrell,23,HOU,1064,Rotation,Roll + Cut Big,Mobile Big,-0.06,0.2,-0.43,-0.73,-0.69,0.3,-0.52,0.45,-0.03,2.11,45.72,80.58,56.89,23.66,26.07,82.18,48.02,98.28,64.32,51.5,0.05,-0.97,0.31,57.05,1.64,-0.77,-0.72,-0.24,20.75,20.05,48.32,28.23,38.22,32.9,30.63,57.6
125,2017-18,Montrezl Harrell,24,LAC,1293,Rotation,Post Scorer,Mobile Big,-0.01,0.64,-0.41,0.84,0.57,0.26,0.11,-0.13,-0.17,1.55,57.78,89.99,58.7,91.35,88.76,80.43,79.74,9.82,46.72,35.24,0.07,-0.55,0.31,57.2,2.6,-0.81,-0.61,0.2,31.08,41.44,48.32,32.13,60.65,31.65,36.41,76.28
126,2018-19,Montrezl Harrell,25,LAC,2158,Key Rotation,Post Scorer,Anchor Big,0.07,-0.24,-0.49,-0.5,-0.54,0.67,-0.82,0.5,-0.25,2,71.91,29.76,50.98,48.92,42.98,90.93,21.41,98.73,39.75,48.65,0.03,-0.59,0.25,56.69,2.45,-0.73,-0.85,1.26,8.63,39.41,39.36,22.33,57.19,34.21,21.54,93.94
127,2019-20,Montrezl Harrell,26,LAC,1749,Star,Shot Creator,Anchor Big,-0.15,-0.07,-0.76,0.5,0.08,0.52,0.11,0.25,-0.49,1.98,33.57,53.19,23.32,87.34,79.18,87.7,79.74,95.42,25.28,48.16,0.04,0.1,0.26,56.08,1.65,-1.17,-0.69,1.53,15.06,71.06,40.87,17.34,38.47,19.29,32.46,95.68
128,2020-21,Montrezl Harrell,27,LAL,1580,Key Rotation,Post Scorer,Mobile Big,-0.19,0.3,-0.65,-0.25,-0.36,0.34,-0.63,0.55,-0.47,1.29,29.04,83.43,31.03,65.74,58.36,83.5,36.95,99.09,26.21,28.33,0.02,-0.28,0.47,55.77,2.36,-0.99,-1.01,-0.02,3.35,56.41,69.63,15.98,54.49,25.6,11.04,68.36
129,2022-23,Montrezl Harrell,29,PHI,681,Rotation,Post Scorer,Anchor Big,-0.07,-0.09,-0.67,-0.61,-0.64,-0.29,-0.86,0.27,-0.02,1.52,43.94,50.1,28.99,37.39,31.57,20.87,19.4,95.82,65.37,34.48,0.04,-0.69,0.16,58.51,2.58,-1.24,-1.01,0.59,15.06,33.73,28.34,76.43,60.27,17.26,11.04,85.76
130,2021-22,Montrezl Harrell,28,WAS/CHO,1640,Key Rotation,Post Scorer,Anchor Big,0.04,-0.57,-0.57,-0.66,-0.58,0.57,-0.67,0.85,-0.95,2.61,68.44,8.44,40.81,31.3,38.74,88.99,33.28,99.88,10.61,61.65,0.02,0.29,0.16,58.09,1.74,-0.9,-0.97,1.06,3.35,76.5,28.34,58.54,39.99,28.85,13.8,92.17
131,2016-17,Andrew Harrison,22,MEM,1474,Rotation,Shot Creator,Point of Attack,-0.77,-0.63,-0.18,-0.68,-0.73,-0.57,-0.27,0,-2.33,4.05,3.92,6.61,73.12,29.5,21.67,7.63,65.91,21.65,0.35,80.29,0.21,1.13,0.5,55.43,3.79,0.93,3.11,-1.01,77.32,91.64,73.12,15.08,84.56,86.94,99.79,12.61
132,2017-18,Andrew Harrison,23,MEM,1326,Key Rotation,Primary Ball Handler,Point of Attack,-0.45,-0.38,0.18,-0.19,-0.08,-0.27,-0.51,0,-1.93,3.69,12.19,17.74,84.24,68.74,73.85,22.18,48.97,21.65,1.22,76.67,0.39,1.29,0.44,56.36,3.47,-0.16,0.42,-1.17,91.18,93.27,66.22,19.06,79.78,53.88,72.42,7.8
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,-0.21,-0.06,0,-0.23,-0.17,-0.13,-0.15,0,-0.38,4.55,26.79,54.8,79.57,66.89,70.13,35.87,70.8,21.65,30.87,84.54,0.2,-0.33,0.41,57.22,3.69,-0.82,-0.08,-0.48,76.08,53.85,62.72,32.44,83.02,31.34,55.64,41.78
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,-0.02,-0.11,-0.93,-0.76,-0.72,-0.08,-1.34,0,-0.03,0.74,54.13,46.39,16.71,20.8,22.99,42.62,0.27,21.65,64.32,19.62,0.1,-0.81,0.37,57.12,1.86,-0.25,0.11,-0.71,44.41,27.58,57.45,29.79,42.49,50.71,62.4,27.21
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,-0.02,-0.03,-0.9,-0.58,-0.56,-0.02,-1.25,0,0.04,6.62,54.13,60.19,19.08,41.05,41.01,54.05,3.4,21.65,70.12,95.42,0.15,-0.86,0,57.47,0,0,0.03,-0.21,63.57,25.17,0,39.86,0,59.09,59.9,59.33
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,-1.01,-0.36,-0.51,-0.72,-0.79,-0.7,-0.82,0,-0.31,1.45,1.25,19.18,48.85,24.98,16.15,4.25,21.41,21.65,35.21,32.41,0.08,-0.6,0.64,58.33,3.66,0.74,-0.85,-0.35,35.93,38.84,84.14,67.97,82.49,82.36,21.54,50.97
