RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Points Over Expectation / 75,Stable eFG%,Overall Shot Making Efficiency,Overall Shot Making,Self-Created Shot Making Efficiency,Overall Shot Creation,Role Adjusted Stable eFG%,Points Over Expectation / 75_percentile,Stable eFG%_percentile,Overall Shot Making Efficiency_percentile,Overall Shot Making_percentile,Self-Created Shot Making Efficiency_percentile,Overall Shot Creation_percentile,Role Adjusted Stable eFG%_percentile
1980,2019-20,Jarrett Culver,20,MIN,1506,Key Rotation,Secondary Ball Handler,Chaser,-1.89,47.94,-1.59,-1,-0.89,0.23,0.49,4.82,8.5,5.67,2.26,26.71,75.54,21.64
1981,2020-21,Jarrett Culver,21,MIN,499,Rotation,Movement Shooter,Chaser,-2.54,49.79,-1.64,-0.62,-1.72,0.02,0.51,1.74,22.1,4.85,9.15,3.79,69.45,36.69
1982,2019-20,Brandon Clarke,23,MEM,1300,Key Rotation,Athletic Finisher,Helper,1.54,60.98,0.96,0.69,0.35,-0.98,0.61,95.84,98.09,92.57,89.06,84.72,26.17,95.26
1983,2020-21,Brandon Clarke,24,MEM,1415,Key Rotation,Athletic Finisher,Helper,-0.86,53.81,-1.21,-0.67,-1.1,-0.63,0.55,18,66.22,13.54,7.66,17.13,43.88,72.35
1984,2021-22,Brandon Clarke,25,MEM,1246,Rotation,Roll + Cut Big,Helper,1.49,61.37,0.65,0.41,0.82,-0.51,0.64,95.52,98.44,87.99,84.08,92.8,49.32,98.09
1985,2022-23,Brandon Clarke,26,MEM,1090,Key Rotation,Roll + Cut Big,Mobile Big,0.84,61.92,0.08,0.07,-0.98,-0.97,0.66,89.34,98.84,74.38,71.9,22.07,26.81,98.98
1986,2023-24,Brandon Clarke,27,MEM,134,Too Few Games,Athletic Finisher,Helper,-1.87,55.42,-0.23,0.18,-0.58,-0.79,0.52,4.96,81.3,61.94,77.02,45,35.66,45.51
1987,2024-25,Brandon Clarke,28,MEM,1207,Rotation,Roll + Cut Big,Mobile Big,0.16,59.46,0.04,0.04,0.07,-0.96,0.63,77.57,96.53,73.26,70.06,77.65,27.32,97.24
1988,2025-26,Brandon Clarke,29,MEM,20,Too Few Games,Low Minute,Mobile Big,0,54.04,-0.38,0,-0.73,-0.08,0.48,36.38,68.72,54.27,65.14,35.68,66.14,14.92
1989,2021-22,Sekou Doumbouya,21,LAL,16,Too Few Games,Low Minute,Chaser,0,53.63,-0.2,0,-0.48,-1,0.49,36.38,64.09,63.46,65.14,51.33,24.97,21.64
1990,2019-20,Sekou Doumbouya,19,DET,754,Rotation,Stationary Shooter,Helper,-1.84,48.56,-1.78,-0.87,-1.58,-0.8,0.49,5.19,12.19,3.33,3.69,5.43,35.22,21.64
1991,2020-21,Sekou Doumbouya,20,DET,869,Rotation,Stationary Shooter,Helper,-3.28,47.21,-2.42,-0.95,-1.57,-0.8,0.49,0.65,5.5,0.32,2.84,5.62,35.22,21.64
1992,2019-20,Darius Garland,20,CLE,1824,Starter,Primary Ball Handler,Point of Attack,-1.37,48.75,-0.61,-0.42,-0.75,0.74,0.48,9.82,13.61,40,19.17,34.48,86.17,14.92
1993,2020-21,Darius Garland,21,CLE,1790,Starter,Primary Ball Handler,Point of Attack,-1.35,52.13,0.21,0.42,-0.02,1.21,0.52,10.04,46.75,78.04,84.2,74.78,93.35,45.51
1994,2021-22,Darius Garland,22,CLE,2430,Star,Primary Ball Handler,Chaser,0.49,53.53,1.15,1.57,1.29,1.42,0.53,84.11,63.3,94.61,96.36,96.81,95.46,54.54
1995,2022-23,Darius Garland,23,CLE,2447,Star,Primary Ball Handler,Point of Attack,0.8,53.91,1,1.36,0.56,1.41,0.53,88.79,67.36,92.91,95.29,88.94,95.36,54.54
1996,2023-24,Darius Garland,24,CLE,1901,Starter,Primary Ball Handler,Point of Attack,-0.4,52.92,0.43,0.72,0.61,1.23,0.53,27.14,56.33,83.79,89.59,89.78,93.57,54.54
1997,2024-25,Darius Garland,25,CLE,2301,Star,Primary Ball Handler,Point of Attack,1.5,55.9,0.88,1.17,0.87,1.4,0.55,95.57,84.7,91.51,94.15,93.42,95.29,72.35
1998,2025-26,Darius Garland,26,CLE/LAC,1277,Starter,Shot Creator,Chaser,0,55.05,0.7,0.95,0.73,1.25,0.54,36.38,78.45,88.74,92.38,91.64,93.88,63.82
1999,2023-24,Jaxson Hayes,23,LAL,877,Rotation,Roll + Cut Big,Anchor Big,0.91,63.08,0.12,-0.06,-0.65,-1.47,0.69,90.4,99.35,75.55,54.53,40.58,5.55,99.61
2000,2024-25,Jaxson Hayes,24,LAL,1093,Rotation,Roll + Cut Big,Anchor Big,1.17,63.75,-0.06,-0.04,-0.3,-1.6,0.69,93.09,99.48,69.63,57.66,62.08,2.88,99.61
2001,2025-26,Jaxson Hayes,25,LAL,1207,Rotation,Roll + Cut Big,Mobile Big,0,67.17,0.5,0.16,-0.4,-1.27,0.7,36.38,99.94,85.18,76.06,56.24,12.3,99.71
2002,2019-20,Jaxson Hayes,19,NOP,1080,Rotation,Roll + Cut Big,Anchor Big,1.1,61.23,-0.25,-0.06,-1.23,-1.18,0.65,92.45,98.29,61.14,54.53,12.78,16.52,98.71
2003,2020-21,Jaxson Hayes,20,NOP,964,Rotation,Roll + Cut Big,Anchor Big,0.53,59.66,0.07,0.03,-0.15,-1.11,0.62,84.84,96.73,74.16,69.07,69.69,19.48,96.33
2004,2021-22,Jaxson Hayes,21,NOP,1398,Rotation,Roll + Cut Big,Anchor Big,1.06,60.45,0,0.05,-0.12,-1.06,0.62,91.99,97.72,71.81,70.62,70.95,22.18,96.33
2005,2022-23,Jaxson Hayes,22,NOP,610,Rotation,Roll + Cut Big,Helper,-1.12,55.49,-1.45,-0.47,-0.79,-1.26,0.6,13.43,81.78,8.32,16.04,32.08,12.76,93.84
2006,2025-26,Nickeil Alexander-Walker,27,ATL,2571,Starter,Primary Ball Handler,Point of Attack,0,56.17,1,1.29,-0.09,0.18,0.54,36.38,86.25,92.91,94.86,72.26,74.07,63.82
2007,2022-23,Nickeil Alexander-Walker,24,UTA/MIN,884,Rotation,Secondary Ball Handler,Point of Attack,0.8,54.85,0.1,0.04,0.26,-0.11,0.52,88.79,76.46,75.01,70.06,82.72,65.09,45.51
2008,2023-24,Nickeil Alexander-Walker,25,MIN,1921,Key Rotation,Primary Ball Handler,Point of Attack,0.32,55.77,0.03,0.01,-0.94,-0.74,0.56,80.71,83.69,72.81,66.93,24,38.4,79.24
2009,2024-25,Nickeil Alexander-Walker,26,MIN,2073,Key Rotation,Primary Ball Handler,Point of Attack,-0.18,54.97,0.11,0.1,-1,-0.65,0.54,32.35,77.51,75.28,73.58,21.28,43.04,63.82
2010,2019-20,Nickeil Alexander-Walker,21,NOP,591,Rotation,Secondary Ball Handler,Chaser,-1.13,48.65,-0.9,-0.33,-1.78,0.52,0.49,13.22,12.81,24.87,25.2,3.14,81.9,21.64
2011,2020-21,Nickeil Alexander-Walker,22,NOP,1007,Key Rotation,Primary Ball Handler,Chaser,-1.29,51.34,-0.14,0.02,0.24,0.27,0.51,10.93,37.54,66.18,68.17,82.32,76.61,36.69
2012,2021-22,Nickeil Alexander-Walker,23,NOP/UTA,1466,Key Rotation,Secondary Ball Handler,Chaser,-2.04,46.71,-1.48,-0.98,-1.18,0.28,0.48,3.83,3.92,7.76,2.53,14.35,76.86,14.92
2013,2019-20,Tyler Herro,20,MIA,1508,Key Rotation,Secondary Ball Handler,Low Activity,0.09,52.22,1.06,1,0.73,0.27,0.51,76.15,47.9,93.55,93.01,91.64,76.61,36.69
2014,2020-21,Tyler Herro,21,MIA,1635,Starter,Primary Ball Handler,Chaser,-0.23,52.1,0.33,0.47,0.12,0.54,0.51,31.14,46.45,81.03,85.18,79.39,82.48,36.69
2015,2021-22,Tyler Herro,22,MIA,2151,Starter,Primary Ball Handler,Chaser,0.55,52.53,1.55,1.98,0.58,1.24,0.52,85.18,51.54,97.26,97.62,89.3,93.72,45.51
2016,2022-23,Tyler Herro,23,MIA,2336,Starter,Primary Ball Handler,Chaser,0.18,53.35,0.9,1.27,0.81,0.85,0.53,78,61.26,91.78,94.73,92.66,88.28,54.54
2017,2023-24,Tyler Herro,24,MIA,1407,Starter,Primary Ball Handler,Chaser,0.22,53.47,0.4,0.85,-0.24,0.77,0.52,78.76,62.56,82.85,91.32,65.32,86.7,45.51
2018,2024-25,Tyler Herro,25,MIA,2725,Star,Primary Ball Handler,Chaser,1.41,56.06,1.83,2.49,1.52,1.05,0.56,94.91,85.6,98.49,98.96,98.02,91.29,79.24
2019,2025-26,Tyler Herro,26,MIA,1010,Starter,Shot Creator,Chaser,0,55.81,1.13,1.48,1.51,0.89,0.55,36.38,84.02,94.42,95.85,97.93,88.96,72.35
2020,2019-20,Keldon Johnson,20,SAS,301,Rotation,Athletic Finisher,Helper,2.63,57.37,1.03,0.63,0.14,-0.21,0.55,99.05,91.74,93.23,88.02,79.88,61.14,72.35
2021,2020-21,Keldon Johnson,21,SAS,1968,Starter,Athletic Finisher,Wing Stopper,-0.51,52.59,-0.14,0,-0.19,0.07,0.53,24.73,52.16,66.18,65.14,67.95,70.84,54.54
2022,2021-22,Keldon Johnson,22,SAS,2392,Starter,Stationary Shooter,Helper,0.75,54.22,0.67,0.79,-0.31,-0.1,0.54,88.08,70.3,88.4,90.76,61.6,65.46,63.82
2023,2022-23,Keldon Johnson,23,SAS,2063,Starter,Movement Shooter,Wing Stopper,-0.45,51.77,0.19,0.51,0.4,0.56,0.52,26.1,42.53,77.44,85.93,85.58,82.85,45.51
2024,2023-24,Keldon Johnson,24,SAS,2038,Starter,Movement Shooter,Wing Stopper,-0.09,53.14,0.04,0.24,1.26,0.01,0.53,34.2,58.86,73.26,79.4,96.66,69.09,54.54
2025,2024-25,Keldon Johnson,25,SAS,1838,Key Rotation,Stationary Shooter,Helper,-0.16,53.87,-0.07,0.05,0.83,0.08,0.55,32.7,66.91,69.22,70.62,92.92,71.08,72.35
2026,2025-26,Keldon Johnson,26,SAS,1866,Key Rotation,Movement Shooter,Helper,0,57.54,0.93,0.73,1.62,0.22,0.58,36.38,92.25,92.19,89.81,98.35,75.21,88.94
2027,2019-20,Romeo Langford,20,BOS,370,Rotation,Stationary Shooter,Low Activity,-2.04,48.65,-1.39,-0.39,-0.45,-0.62,0.5,3.83,12.81,9.44,21.21,53.08,44.37,28.87
2028,2020-21,Romeo Langford,21,BOS,283,Garbage Time,Stationary Shooter,Helper,-2.69,50.69,-1.1,-0.37,-0.89,-0.44,0.51,1.49,30.72,17.18,22.39,26.71,52.23,36.69
2029,2021-22,Romeo Langford,22,BOS/SAS,771,Rotation,Stationary Shooter,Helper,0.04,52.03,-0.71,-0.23,-0.21,-0.68,0.52,75.1,45.61,34.86,34.42,66.9,41.39,45.51
2030,2022-23,Romeo Langford,23,SAS,844,Rotation,Athletic Finisher,Wing Stopper,-0.34,52.03,-0.51,-0.21,-0.14,0.22,0.52,28.43,45.61,46.16,36.68,70.12,75.21,45.51
2031,2023-24,Nassir Little,23,PHO,458,Rotation,Stationary Shooter,Helper,-0.32,54.78,-1.15,-0.32,-0.14,-0.97,0.55,29.08,75.94,15.43,25.98,70.12,26.81,72.35
2032,2019-20,Nassir Little,19,POR,573,Rotation,Stationary Shooter,Helper,-0.37,50.67,-1.41,-0.41,-1.18,-0.82,0.52,27.9,30.53,9,19.85,14.35,34.33,45.51
2033,2020-21,Nassir Little,20,POR,640,Garbage Time,Movement Shooter,Helper,0.49,54.51,0.01,0,0.02,-0.35,0.54,84.11,73.09,72.08,65.14,76.07,55.87,63.82
2034,2021-22,Nassir Little,21,POR,1088,Key Rotation,Movement Shooter,Helper,0.19,53.7,-0.35,-0.13,0.13,-0.58,0.54,78.28,64.92,55.84,45.25,79.63,46.04,63.82
2035,2022-23,Nassir Little,22,POR,976,Rotation,Movement Shooter,Helper,0.11,54.26,-0.02,0.01,-0.1,-0.34,0.54,76.66,70.72,71.06,66.93,71.85,56.24,63.82
2036,2020-21,Chuma Okeke,22,ORL,1133,Key Rotation,Movement Shooter,Helper,-0.32,51.01,-0.35,-0.13,-0.37,-0.39,0.51,29.08,34.16,55.84,45.25,58.05,54.46,36.69
2037,2021-22,Chuma Okeke,23,ORL,1749,Key Rotation,Movement Shooter,Helper,-1.21,49.13,-1.42,-0.82,-1.52,-0.89,0.5,12.13,16.57,8.83,4.42,6.48,30.76,28.87
2038,2022-23,Chuma Okeke,24,ORL,518,Rotation,Movement Shooter,Helper,-0.68,51.48,-1.17,-0.47,-0.72,-1.15,0.54,21.27,39.06,15.02,16.04,36.25,17.86,63.82
2039,2023-24,Chuma Okeke,25,ORL,432,Garbage Time,Movement Shooter,Helper,0,51.69,-1.42,-0.35,-1.04,-1.28,0.53,36.38,41.37,8.83,23.72,19.69,11.84,54.54
2040,2024-25,Chuma Okeke,26,PHI/CLE,197,Too Few Games,Stationary Shooter,Helper,0,55.67,-0.17,0.08,-0.49,-1.12,0.55,36.38,83.12,64.95,72.35,50.6,19.12,72.35
2041,2019-20,KZ Okpala,20,MIA,26,Too Few Games,Low Minute,Chaser,0,53.18,-0.24,-0.01,-0.22,-0.34,0.49,36.38,59.26,61.74,63.22,66.28,56.24,21.64
2042,2020-21,KZ Okpala,21,MIA,447,Garbage Time,Stationary Shooter,Helper,-2.09,50.6,-1.47,-0.42,-0.54,-1.38,0.51,3.62,29.93,7.89,19.17,47.47,8.06,36.69
2043,2021-22,KZ Okpala,22,MIA,244,Garbage Time,Stretch Big,Helper,-0.04,52.21,-0.8,-0.22,-0.82,-1.22,0.48,35.6,47.81,29.79,35.57,30.31,14.38,14.92
2044,2022-23,KZ Okpala,23,SAC,248,Garbage Time,Stationary Shooter,Wing Stopper,0,54.39,-0.76,-0.15,-0.73,-1.49,0.49,36.38,72,32.07,42.8,35.68,5.12,21.64
2045,2020-21,Kevin Porter Jr.,20,HOU,835,Starter,Shot Creator,Point of Attack,-1.23,50.93,-0.56,-0.32,-0.22,1.26,0.5,11.81,33.19,42.89,25.98,66.28,93.98,28.87
2046,2021-22,Kevin Porter Jr.,21,HOU,1907,Starter,Shot Creator,Point of Attack,-0.06,51.43,0.12,0.26,-1,1.25,0.51,34.88,38.45,75.55,79.99,21.28,93.88,36.69
2047,2022-23,Kevin Porter Jr.,22,HOU,2024,Starter,Shot Creator,Point of Attack,-0.27,52.71,0.3,0.54,-0.28,1.45,0.52,30.04,53.68,80.35,86.41,63.13,95.7,45.51
2048,2024-25,Kevin Porter Jr.,24,LAC/MIL,1482,Rotation,Shot Creator,Point of Attack,-0.38,50.26,-0.35,-0.15,-0.26,1.65,0.51,27.65,26.77,55.84,42.8,64.18,97.11,36.69
2049,2025-26,Kevin Porter Jr.,25,MIL,1261,Starter,Shot Creator,Point of Attack,0,52.07,-0.02,0.2,0.28,1.56,0.52,36.38,46.04,71.06,77.93,83.17,96.51,45.51
2050,2019-20,Kevin Porter Jr.,19,CLE,1162,Key Rotation,Shot Creator,Chaser,-0.86,51.27,0.1,0.14,-0.53,0.4,0.51,18,36.83,75.01,75.2,47.97,79.6,36.69
2051,2021-22,Charles Bassey,21,PHI,168,Garbage Time,Athletic Finisher,Anchor Big,0,55.12,-0.32,-0.04,-0.57,-0.78,0.54,36.38,78.97,57.76,57.66,45.52,36.22,63.82
2052,2025-26,Charles Bassey,25,MEM/PHI/BOS/GSW,119,Too Few Games,Roll + Cut Big,Mobile Big,0,57.14,-0.28,-0.01,-0.61,-0.6,0.62,36.38,90.89,59.61,63.22,42.9,45.13,96.33
2053,2022-23,Charles Bassey,22,SAS,508,Rotation,Roll + Cut Big,Anchor Big,0.68,59.34,-0.33,-0.1,-0.56,-0.87,0.64,87.26,96.4,57.16,49.29,46.23,31.78,98.09
2054,2023-24,Charles Bassey,23,SAS,205,Garbage Time,Athletic Finisher,Mobile Big,1.79,58,-0.35,-0.04,-0.8,-1.28,0.65,97.01,93.54,55.84,57.66,31.46,11.84,98.71
2055,2024-25,Charles Bassey,24,SAS,376,Rotation,Roll + Cut Big,Mobile Big,-0.88,55.55,-1.22,-0.35,-1.39,-0.99,0.6,17.64,82.36,13.25,23.72,8.75,25.65,93.84
2056,2019-20,Darius Bazley,19,OKC,1130,Rotation,Stationary Shooter,Helper,-1.76,49.37,-1.47,-0.61,-1.57,-0.39,0.49,5.71,18.41,7.89,9.48,5.62,54.46,21.64
2057,2020-21,Darius Bazley,20,OKC,1714,Starter,Secondary Ball Handler,Helper,-2.41,47.42,-2.1,-1.68,-1.96,0.23,0.48,2.11,6.2,1.04,0.14,1.84,75.54,14.92
2058,2021-22,Darius Bazley,21,OKC,1924,Starter,Stationary Shooter,Wing Stopper,-1.38,49.44,-2.03,-1.35,-2.18,-0.42,0.5,9.69,18.79,1.46,0.41,1.09,53.28,28.87
2059,2022-23,Darius Bazley,22,OKC/PHO,616,Rotation,Athletic Finisher,Wing Stopper,-1.28,52.97,-1.47,-0.53,-1.95,-0.61,0.52,11.09,56.75,7.89,12.83,1.9,44.73,45.51
2060,2023-24,Darius Bazley,23,PHI/UTA,152,Too Few Games,Shot Creator,Helper,-0.39,56.12,-0.43,-0.01,-0.37,-0.36,0.49,27.33,85.93,51.4,63.22,58.05,55.55,21.64
2061,2020-21,Jordan Bone,23,ORL,196,Garbage Time,Secondary Ball Handler,Point of Attack,0.13,53.53,-0.35,-0.05,0.61,-0.14,0.48,77.01,63.3,55.84,56.06,89.78,63.88,14.92
2062,2019-20,Jordan Bone,22,DET,53,Garbage Time,Low Minute,Point of Attack,0,50.84,-0.7,-0.09,-0.46,-0.15,0.45,36.38,32.26,35.47,50.51,52.53,63.54,2.66
2063,2019-20,Ignas Brazdeikis,21,NYK,53,Garbage Time,Low Minute,Helper,0,50.6,-0.73,-0.11,-0.43,-0.09,0.46,36.38,29.93,33.67,47.64,54.26,65.79,5.44
2064,2020-21,Ignas Brazdeikis,22,NYK/PHI/ORL,249,Starter,Movement Shooter,Helper,-1.55,52.44,-0.52,-0.15,-0.31,-0.03,0.48,7.81,50.47,45.44,42.8,61.6,67.76,14.92
2065,2021-22,Ignas Brazdeikis,23,ORL,536,Rotation,Movement Shooter,Low Activity,-0.04,51.65,-0.56,-0.17,-0.07,-0.27,0.52,35.6,40.91,42.89,40.8,72.97,58.78,45.51
2066,2022-23,Moses Brown,23,LAC/BRK,294,Garbage Time,Athletic Finisher,Anchor Big,0,57.83,-0.88,-0.2,-1.17,-0.04,0.64,36.38,93,25.86,37.41,14.63,67.52,98.09
2067,2020-21,Moses Brown,21,OKC,920,Key Rotation,Roll + Cut Big,Anchor Big,-0.94,54.28,-1.42,-0.69,-1.04,-0.04,0.57,16.7,70.86,8.83,7.26,19.69,67.52,84.8
2068,2019-20,Moses Brown,20,POR,33,Garbage Time,Low Minute,Anchor Big,0,52.36,-0.37,-0.03,-0.22,-0.79,0.49,36.38,49.57,54.78,59.2,66.28,35.66,21.64
2069,2023-24,Moses Brown,24,POR,200,Garbage Time,Roll + Cut Big,Anchor Big,0,53.94,-0.91,-0.19,-1.07,-0.27,0.58,36.38,67.65,24.43,38.69,18.64,58.78,88.94
2070,2021-22,Moses Brown,22,DAL/CLE,344,Garbage Time,Roll + Cut Big,Anchor Big,-0.09,55.24,-1.08,-0.24,-1.22,-0.75,0.61,34.2,79.91,17.76,33.53,12.99,37.94,95.26
2071,2024-25,Moses Brown,25,IND/DAL,119,Garbage Time,Roll + Cut Big,Anchor Big,0.29,57.11,-0.06,0.06,-0.38,-0.54,0.63,80.13,90.8,69.63,71.33,57.44,47.79,97.24
2072,2019-20,Nic Claxton,20,BRK,187,Garbage Time,Athletic Finisher,Helper,-1.33,53.85,-0.32,-0.07,0.32,-0.95,0.52,10.3,66.67,57.76,52.99,84.2,27.92,45.51
2073,2020-21,Nic Claxton,21,BRK,594,Rotation,Roll + Cut Big,Mobile Big,-0.12,57.61,-0.52,-0.18,-0.62,-0.88,0.62,33.42,92.42,45.44,39.83,42.3,31.41,96.33
2074,2021-22,Nic Claxton,22,BRK,974,Rotation,Roll + Cut Big,Mobile Big,0.56,61.33,-0.31,-0.1,0.01,-0.76,0.66,85.47,98.38,58.35,49.29,75.76,37.33,98.98
2075,2022-23,Nic Claxton,23,BRK,2271,Key Rotation,Roll + Cut Big,Mobile Big,1.09,66.68,0.51,0.35,0.12,-0.89,0.7,92.36,99.9,85.34,82.26,79.39,30.76,99.71
2076,2023-24,Nic Claxton,24,BRK,2116,Star,Roll + Cut Big,Mobile Big,-0.27,60.98,-0.07,0.03,0.26,-0.59,0.63,30.04,98.09,69.22,69.07,82.72,45.53,97.24
2077,2024-25,Nic Claxton,25,BRK,1880,Key Rotation,Roll + Cut Big,Mobile Big,-1.07,56.07,-0.56,-0.28,-0.53,-0.32,0.58,14.37,85.68,42.89,29.72,47.97,57.09,88.94
2078,2025-26,Nic Claxton,26,BRK,1920,Starter,Roll + Cut Big,Mobile Big,0,56.78,-0.16,-0.04,-0.07,0.15,0.58,36.38,89.23,65.26,57.66,72.97,73.14,88.94
2079,2019-20,Luguentz Dort,20,OKC,820,Key Rotation,Stationary Shooter,Point of Attack,-1.04,49.47,-2.15,-1.12,-1.52,-0.74,0.5,15.1,18.94,0.88,1.5,6.48,38.4,28.87
2080,2020-21,Luguentz Dort,21,OKC,1543,Starter,Secondary Ball Handler,Point of Attack,-1.24,49.01,-1.5,-1.12,-2.2,0.09,0.49,11.61,15.63,7.26,1.5,0.91,71.23,21.64
2081,2021-22,Luguentz Dort,22,OKC,1665,Starter,Movement Shooter,Point of Attack,-0.41,50.09,-1.4,-1.26,-1.19,0.1,0.51,26.94,24.97,9.25,0.7,14.01,71.69,36.69
2082,2022-23,Luguentz Dort,23,OKC,2272,Starter,Movement Shooter,Point of Attack,-1.35,48.09,-2.46,-1.89,-2.63,-0.13,0.48,10.04,9.28,0.2,0.07,0.1,64.36,14.92
2083,2023-24,Luguentz Dort,24,OKC,2246,Starter,Movement Shooter,Point of Attack,0.1,55.55,-0.79,-0.42,-1.53,-1.07,0.56,76.4,82.36,30.38,19.17,6.27,21.71,79.24
2084,2024-25,Luguentz Dort,25,OKC,2073,Starter,Movement Shooter,Point of Attack,0.51,56.9,-0.34,-0.16,-1.2,-1.25,0.57,84.47,89.72,56.63,41.78,13.59,13.03,84.8
2085,2025-26,Luguentz Dort,26,OKC,1808,Starter,Stationary Shooter,Point of Attack,0,51.91,-1.31,-0.75,-1.89,-1.18,0.51,36.38,44.15,11.01,5.77,2.24,16.52,36.69
2086,2022-23,Devon Dotson,23,WAS,53,Too Few Games,Low Minute,Point of Attack,0,53.03,-0.82,-0.12,-0.91,-0.71,0.49,36.38,57.63,28.75,46.53,25.52,40.05,21.64
2087,2020-21,Devon Dotson,21,CHI,50,Garbage Time,Low Minute,Point of Attack,0,54.07,-0.42,-0.02,-0.54,0.72,0.49,36.38,68.91,52.09,61.09,47.47,85.81,21.64
2088,2021-22,Devon Dotson,22,CHI,85,Garbage Time,Low Minute,Point of Attack,0,52.91,-0.25,-0.02,0.03,-0.47,0.49,36.38,56.08,61.14,61.09,76.36,50.94,21.64
2089,2020-21,Daniel Gafford,22,CHI/WAS,791,Rotation,Roll + Cut Big,Anchor Big,0.4,61.77,0.09,0.03,0.1,-0.87,0.64,82.4,98.79,74.7,69.07,78.7,31.78,98.09
2090,2021-22,Daniel Gafford,23,WAS,1444,Rotation,Roll + Cut Big,Anchor Big,1.77,64.11,0.12,0.1,-0.33,-0.89,0.68,96.96,99.52,75.55,73.58,60.42,30.76,99.49
2091,2022-23,Daniel Gafford,24,WAS,1604,Rotation,Roll + Cut Big,Anchor Big,2.13,67.19,1.29,0.51,1.28,-0.77,0.71,98.12,99.97,95.71,85.93,96.76,36.82,99.85
2092,2019-20,Daniel Gafford,21,CHI,609,Rotation,Roll + Cut Big,Mobile Big,0.9,60.02,0.16,0.09,0.26,-1.04,0.66,90.24,97.24,76.62,73,82.72,22.9,98.98
2093,2023-24,Daniel Gafford,25,WAS/DAL,1814,Key Rotation,Roll + Cut Big,Anchor Big,1.39,67.47,1.24,0.63,0.6,-0.99,0.7,94.75,99.99,95.25,88.02,89.63,25.65,99.71
2094,2024-25,Daniel Gafford,26,DAL,1226,Rotation,Roll + Cut Big,Mobile Big,1.87,64.96,1.26,0.74,1.22,-0.55,0.68,97.35,99.71,95.46,90.01,96.42,47.29,99.49
2095,2025-26,Daniel Gafford,27,DAL,1194,Key Rotation,Roll + Cut Big,Mobile Big,0,61.52,0.66,0.35,0.44,-0.49,0.65,36.38,98.52,88.13,82.26,86.47,50.12,98.71
2096,2021-22,Quentin Grimes,21,NYK,786,Rotation,Movement Shooter,Chaser,0.82,54.51,-0.18,-0.03,-1.18,-1.23,0.55,89.08,73.09,64.51,59.2,14.35,13.97,72.35
2097,2022-23,Quentin Grimes,22,NYK,2121,Starter,Movement Shooter,Point of Attack,0.68,58.7,0.01,0.07,-1.18,-1.28,0.59,87.26,95.33,72.08,71.9,14.35,11.84,91.91
2098,2024-25,Quentin Grimes,24,DAL/PHI,2013,Key Rotation,Secondary Ball Handler,Chaser,0.09,56.02,0.47,0.49,0.48,0.44,0.54,76.15,85.32,84.59,85.51,87.39,80.45,63.82
2099,2025-26,Quentin Grimes,25,PHI,2161,Key Rotation,Shot Creator,Chaser,0,53.76,-0.73,-0.45,-0.78,-0.06,0.54,36.38,65.63,33.67,17.13,32.67,66.76,63.82
2100,2023-24,Quentin Grimes,23,NYK/DET,1025,Rotation,Movement Shooter,Point of Attack,-0.96,51.57,-1.67,-0.77,-2.1,-1.11,0.51,16.53,39.99,4.53,5.32,1.36,19.48,36.69
2101,2021-22,Kyle Guy,24,MIA,186,Garbage Time,Off Screen Shooter,Chaser,-0.29,52.44,-0.15,0,-0.42,-0.3,0.48,29.72,50.47,65.8,65.14,55.05,57.72,14.92
2102,2019-20,Kyle Guy,22,SAC,10,Too Few Games,Low Minute,Chaser,0,52.67,-0.33,-0.02,,-1.4,0.46,36.38,53.13,57.16,61.09,,7.62,5.44
2103,2020-21,Kyle Guy,23,SAC,235,Garbage Time,Off Screen Shooter,Chaser,0,49.73,-1.19,-0.26,-0.49,-0.31,0.46,36.38,21.2,14.38,31.71,50.6,57.47,5.44
2104,2020-21,Jaylen Hoard,21,OKC,320,Rotation,Athletic Finisher,Helper,-2,52.75,-0.74,-0.25,-0.52,-0.11,0.55,4.11,54.26,33.07,32.68,48.66,65.09,72.35
2105,2021-22,Jaylen Hoard,22,OKC,240,Too Few Games,Athletic Finisher,Helper,-2.11,53.28,-0.03,0.17,-0.27,0.31,0.5,3.51,60.67,70.65,76.47,63.58,77.59,28.87
2106,2019-20,Jaylen Hoard,20,POR,103,Garbage Time,Athletic Finisher,Helper,0,52.13,-0.38,-0.06,-0.5,0.25,0.5,36.38,46.75,54.27,54.53,49.91,76.06,28.87
2107,2019-20,Talen Horton-Tucker,19,LAL,81,Too Few Games,Low Minute,Wing Stopper,-3.46,53.04,-0.26,-0.04,-0.7,-0.18,0.48,0.52,57.73,60.7,57.66,37.37,62.37,14.92
2108,2020-21,Talen Horton-Tucker,20,LAL,1304,Key Rotation,Slasher,Chaser,-1.37,50.84,-0.61,-0.28,0.5,0.82,0.51,9.82,32.26,40,29.72,87.84,87.72,36.69
2109,2021-22,Talen Horton-Tucker,21,LAL,1511,Key Rotation,Secondary Ball Handler,Chaser,-1.41,47.99,-1.28,-0.78,-0.62,0.43,0.48,9.33,8.66,11.6,5.17,42.3,80.27,14.92
2110,2022-23,Talen Horton-Tucker,22,UTA,1313,Rotation,Primary Ball Handler,Point of Attack,-1.86,48.66,-0.95,-0.53,-1.04,1.39,0.49,5.06,12.9,22.83,12.83,19.69,95.22,21.64
